TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,177699,3,5,34,3,20,5,3.4,3,3,18,125,13,32,73,6,15,30,S,1,36,80,F,H,47000 ,37,41228 
0,177719,,1,5,0,2,16,16,13.2,,18,69,10,25,46,4,4,16,A,0,43,61,F,U,43300 ,38,0 
1,177737,25,2,9,1,6,30,27.5,16.11,25,18,128,13,34,71,6,17,31,A,1,43,37,F,H,42900 ,21,41250 
0,177739,,2,2,2,2,25,22.5,22.5,22.5,17,32,13,31,29,6,14,12,A,0,46,,F,H,42700 ,41,44583 
1,177743,15,0,1,0,0,25,0,25,,23,23,10,10,15,4,4,6,N,0,49,59,M,U,35300 ,43,26324 
0,177762,,3,7,2,3,39,27,19.57,32,16,66,16,36,56,6,15,20,A,0,46,27,M,U,74000 ,39,51346 
0,177752,,4,4,3,3,10,12,12,12.67,17,29,14,26,25,6,12,10,A,1,34,49,M,H,121600 ,30,51346 
0,177746,,1,1,1,1,20,20,20,20,19,19,9,14,12,3,5,5,F,0,34,,U,U,84500 ,41,51346 
0,177745,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,42,,F,U,90600 ,38,0 
1,177824,9,4,8,4,6,10,8.5,7.63,8.5,17,51,14,32,42,6,14,16,S,1,43,55,F,U,45000 ,32,43182 
0,177839,,3,4,0,1,12,17.33,15.5,,18,39,14,35,34,6,6,15,A,0,48,,M,U,52900 ,64,35187 
1,177837,100,3,4,3,3,100,73.33,57.5,73.33,17,40,13,32,37,6,17,16,A,1,0,,M,U,59700 ,0,0 
0,177861,,4,11,1,3,11,10,9.36,11,16,113,15,37,65,6,17,28,A,0,42,,M,H,55700 ,31,39002 
1,177867,4,5,20,4,11,4,4,4.25,4.25,16,97,6,19,51,3,10,21,S,1,45,,M,U,46400 ,40,50731 
0,177894,,2,2,1,1,15,10,10,5,18,23,12,21,18,6,10,8,N,0,36,74,F,H,65200 ,33,45338 
0,87584,,3,3,2,2,10,10.67,10.67,11,15,24,13,22,22,5,9,8,N,1,36,66,F,U,65200 ,33,45338 
1,177927,15,1,4,0,2,15,15,11.25,,19,85,10,23,34,4,4,13,A,0,49,74,M,U,70900 ,32,0 
1,177926,15,4,15,3,7,15,12.5,9.87,11.67,18,62,14,35,58,6,17,24,S,1,49,71,M,U,69100 ,37,0 
1,177747,10,2,2,2,2,20,20,20,20,17,20,14,22,20,6,10,8,N,0,43,,M,U,47200 ,26,0 
0,183694,,1,1,1,1,25,25,25,25,21,21,12,19,18,5,8,7,F,0,42,,M,U,45300 ,39,0 
1,177962,5,7,15,4,10,4,4.57,4.53,4,15,126,11,29,56,5,14,26,S,1,40,74,M,H,61700 ,41,46160 
1,177960,25,5,23,3,11,20,18,12.48,18.33,18,129,9,26,62,4,13,25,S,1,40,59,M,H,52800 ,44,46160 
0,177985,,2,2,1,1,15,17.5,17.5,20,20,21,12,20,18,6,10,8,N,0,46,,M,U,31600 ,39,0 
0,177990,,2,6,1,3,17,16,10,17,21,57,12,33,46,6,17,20,A,1,44,80,M,H,57200 ,32,46806 
0,177995,,2,8,1,4,20,20.5,13.5,21,17,124,14,35,65,6,16,30,A,0,51,54,F,H,36400 ,34,40789 
0,178008,,3,15,1,9,25,20,12.8,25,17,93,15,34,66,6,15,25,S,1,45,66,M,H,40700 ,45,30781 
1,178070,8,5,20,3,8,12,10.4,6.73,9.67,18,110,8,25,61,4,13,27,A,0,35,71,M,H,72200 ,40,41391 
0,178067,,1,20,0,11,10,10,9.05,,18,127,11,25,72,4,4,29,A,1,40,83,F,H,49500 ,45,41391 
0,178052,,1,1,1,1,25,25,25,25,21,21,11,18,18,5,8,7,F,0,39,33,M,H,40600 ,15,41391 
0,9521,,3,18,0,7,20,10.33,6.28,,18,93,18,39,86,6,6,26,A,1,41,78,M,H,33400 ,40,41391 
1,178085,20,1,14,0,9,20,20,10.43,,26,121,10,31,74,5,5,32,A,1,36,53,M,U,44300 ,28,36435 
1,178098,6,7,17,4,9,4,3.86,4.41,3.5,16,126,13,34,68,6,16,28,A,1,45,66,F,H,40700 ,45,27614 
0,178136,,5,25,4,15,10,6.8,5.04,7,17,90,12,29,63,5,15,26,A,1,40,,U,U,59300 ,35,0 
0,178179,,6,6,3,3,7,5.67,5.67,5.67,17,33,13,28,29,6,13,11,S,1,17,57,M,H,102300 ,36,40788 
1,3685,15,2,19,1,9,15,11,10.16,12,5,113,29,49,86,8,17,31,S,1,21,55,F,H,82700 ,20,40788 
0,178582,,4,27,3,18,31,23.5,12.48,23,22,126,13,34,84,6,17,33,S,1,17,,F,U,108300 ,24,0 
0,178237,,5,12,3,6,10,10,8.83,10,18,67,12,34,52,6,17,22,A,0,25,77,F,U,89300 ,35,48784 
1,179876,10,3,4,2,2,10,8.33,7.75,7.5,17,20,16,24,22,6,10,8,N,0,31,69,F,U,137300 ,17,0 
1,178293,12,1,12,1,5,10,11,8.58,11,18,79,12,33,57,5,15,23,A,1,11,,F,U,186200 ,44,0 
1,178275,5,7,18,5,9,5,5.57,5.33,5.8,17,73,13,33,57,6,16,23,S,1,12,73,F,H,201900 ,33,86306 
1,178296,15,3,15,2,4,10,13.33,10.53,15,16,102,10,25,51,4,12,21,A,0,14,61,M,H,257100 ,31,76542 
0,178292,,1,6,0,4,15,15,8.5,,15,81,9,19,42,2,2,15,E,1,11,58,M,H,196800 ,41,76542 
0,8118,,2,28,1,4,15,17.5,19.46,20,6,76,30,52,110,7,18,26,A,0,15,51,F,H,323000 ,15,76542 
0,178338,,1,6,1,4,15,15,10.67,15,24,89,11,30,55,6,15,22,A,0,13,,F,U,283100 ,48,0 
1,178334,11,7,12,3,7,10,11.43,9.17,9.67,15,80,14,35,55,6,16,22,A,1,18,70,U,U,133800 ,40,91908 
1,178319,25,1,3,0,1,22,22,17.33,,18,52,12,30,38,6,6,16,A,0,13,,M,U,171700 ,38,0 
0,178315,,1,3,0,2,15,15,10.33,,18,45,10,27,31,4,4,12,A,0,14,32,F,U,262600 ,33,91908 
0,187020,,2,11,1,6,15,15,10.82,15,4,89,13,30,56,4,11,21,A,1,13,79,M,H,283100 ,48,91908 
0,178355,,2,4,1,2,25,20,12.5,15,18,52,13,31,37,6,14,16,A,0,14,75,F,H,153200 ,40,55470 
0,178388,,3,3,2,2,15,10.33,10.33,10,16,33,14,29,27,6,13,11,A,0,11,,F,U,183000 ,31,0 
1,178377,26,2,7,1,4,28,21.5,12.43,28,16,61,14,35,47,6,16,20,A,0,11,48,M,H,183000 ,31,76431 
0,31712,,8,12,4,7,6,7.38,6.33,6.75,15,44,14,35,42,6,16,17,S,1,21,,F,U,0 ,0,0 
1,8657,15,2,14,2,7,15,20,16.43,20,6,115,23,34,86,4,12,24,L,1,20,76,F,U,173400 ,24,0 
1,6183,100,1,15,1,7,100,50,25.8,50,16,129,24,46,103,6,17,34,A,1,0,73,M,H,159800 ,0,70682 
1,178432,14,3,15,1,7,14,12.67,9.27,11,18,103,12,33,68,5,15,28,A,1,11,69,F,H,162700 ,30,70682 
1,178423,15,8,18,5,9,7,5.75,5.22,5.4,18,57,12,30,47,5,15,19,S,1,12,,F,H,195200 ,37,70682 
1,178789,10,1,8,1,5,25,25,20.88,25,21,81,13,32,60,6,15,24,A,1,15,71,F,U,136400 ,24,72614 
0,178459,,2,8,1,5,20,18,12.75,16,15,90,13,33,53,5,14,22,A,0,18,,U,U,141500 ,35,0 
0,178456,,2,7,1,4,25,29,25,29,18,76,12,34,58,6,17,23,A,1,11,57,F,U,194400 ,30,0 
1,160570,15,3,3,2,2,16,15.33,15.33,15,16,23,14,22,20,5,9,8,N,0,35,73,M,H,141200 ,34,77919 
0,178502,,2,13,1,9,15,13,7.85,11,16,122,13,30,68,6,13,29,S,1,17,52,M,H,142100 ,31,73130 
1,178498,15,2,12,2,9,20,20,11.83,20,24,112,11,31,68,6,16,29,A,1,20,69,M,H,164200 ,29,73130 
0,178523,,5,15,3,9,15,15.8,13.4,15.67,19,130,15,35,76,6,16,34,S,1,12,78,M,H,139800 ,38,71805 
0,178519,,2,8,2,4,25,21.5,11.38,21.5,17,61,15,37,51,6,17,20,A,0,12,,F,U,148600 ,39,0 
1,178540,15,2,12,0,6,15,15,8.5,,20,126,8,23,42,4,4,15,A,1,36,82,F,U,92200 ,40,62195 
1,178563,11,4,5,3,4,10,9.5,8.6,9.67,16,41,13,31,32,6,14,13,A,0,24,39,M,H,138000 ,24,63026 
0,178551,,3,4,2,2,10,10,8.75,10,18,28,12,26,25,6,13,11,A,0,22,51,M,H,159000 ,33,63026 
0,178618,,2,10,1,8,20,19.5,12.3,19,15,128,12,30,62,5,13,30,L,1,17,55,F,H,110200 ,29,66348 
1,178598,4,9,12,5,6,4,4.22,4.17,4.2,19,40,11,32,33,6,16,15,S,1,12,50,F,U,151600 ,28,66348 
1,178597,22,1,2,0,1,16,16,13,,18,41,10,24,26,4,4,9,A,0,14,65,F,H,213200 ,43,66348 
1,154224,10,8,31,5,20,15,9.38,9.23,8,9,105,22,43,132,8,18,47,S,1,20,80,M,H,136400 ,39,66348 
0,178622,,1,1,1,1,20,20,20,20,23,23,7,16,15,3,7,6,N,0,35,41,M,H,201000 ,28,84092 
0,178662,,2,5,1,3,15,14,9.4,13,18,64,7,25,38,4,12,15,A,0,0,,M,H,251000 ,0,100631 
1,178722,20,1,9,1,8,20,20,17,20,23,126,10,29,62,4,12,26,A,1,18,44,F,H,107100 ,26,57601 
0,178692,,1,2,0,1,20,20,15,,18,41,10,24,25,4,4,9,A,0,16,83,M,H,116700 ,45,57601 
1,178742,10,4,7,0,1,15,12,10.71,,18,53,13,34,45,6,6,17,A,0,17,85,F,H,105300 ,39,48699 
1,178796,9,5,13,3,9,11,10,8.54,10.67,17,113,14,34,67,6,16,27,A,1,15,62,F,H,164800 ,30,79761 
0,178783,,2,5,1,2,30,27.5,20.2,25,16,68,13,33,46,6,15,18,A,0,12,54,F,H,143800 ,35,79761 
0,178836,,2,10,2,7,15,17.5,11.9,17.5,24,81,12,33,61,6,16,24,A,1,12,51,F,H,175000 ,31,69171 
1,4891,20,3,12,1,4,10,10,11,10,18,85,14,33,78,6,15,23,A,0,12,,F,H,149000 ,23,69171 
0,6931,,1,12,1,3,26,19,17.17,19,13,57,30,48,82,7,16,21,A,0,18,69,M,H,123500 ,31,62058 
0,178865,,1,11,0,7,10,10,18.36,,18,73,11,30,57,4,4,23,A,1,12,35,F,H,150600 ,31,62058 
1,178884,15,2,2,2,2,25,15,15,15,20,23,13,24,23,6,11,9,N,0,18,45,M,H,124400 ,34,56036 
1,181075,10,4,6,2,3,7,6.75,7,6,16,51,13,32,37,6,14,16,A,0,35,76,M,U,146400 ,12,56036 
0,183908,,2,8,1,6,13,12,10,11,17,64,13,33,52,6,15,20,S,1,34,41,F,H,134000 ,30,71359 
1,178966,6,4,12,2,4,7,7.25,8.5,8.5,18,103,7,22,40,3,10,14,A,0,14,49,M,U,379900 ,40,110830 
1,178949,15,2,2,2,2,15,10,10,10,24,29,9,21,20,4,9,8,A,0,13,58,M,H,344200 ,42,110830 
1,178290,6,5,16,4,9,5,6.2,5.38,6,22,64,13,32,50,5,15,20,S,1,15,,M,U,0 ,23,0 
1,179008,5,4,14,3,9,5,8.75,7.86,8.33,16,113,12,32,65,6,16,28,A,1,35,53,M,H,122700 ,29,69873 
0,178981,,0,1,0,0,25,0,25,,23,23,9,9,15,4,4,6,N,0,40,49,M,U,133800 ,30,69873 
1,12998,6,6,29,5,13,6,6,5.52,6.2,4,90,30,52,87,9,20,31,S,1,3,79,F,H,207500 ,22,69873 
0,179039,,1,14,1,8,6,14,21,14,19,129,5,17,47,2,7,17,S,1,21,,F,U,93300 ,27,0 
0,179025,,2,3,0,1,50,50,50,,24,44,12,34,39,6,6,17,A,0,12,60,F,H,125700 ,49,51808 
1,179023,35,1,2,1,2,20,20,20,20,24,41,9,28,32,4,12,12,A,0,16,,M,U,98200 ,37,0 
0,179022,,1,2,0,0,15,15,12.5,,18,40,10,25,28,4,4,10,A,0,17,70,F,H,114100 ,35,51808 
0,179055,,3,9,0,1,25,16.33,9.89,,18,52,13,35,45,6,6,19,A,0,18,,M,H,87600 ,34,47222 
1,179111,20,3,8,3,7,20,18.33,12.5,18.33,19,113,13,32,57,6,15,26,A,0,14,55,M,H,176100 ,33,81302 
0,179088,,1,2,0,0,25,25,15,,25,40,11,30,32,6,6,13,A,0,14,54,F,U,203100 ,31,0 
1,179143,25,2,10,2,8,25,25,23.9,25,16,92,14,36,70,6,17,26,A,1,35,60,M,H,168800 ,19,99079 
0,178345,,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,24,45,U,U,237300 ,32,0 
0,179176,,2,11,1,7,17,16,7.55,17,16,113,14,32,62,6,13,25,S,1,11,48,M,H,135100 ,36,53660 
0,179252,,3,16,2,7,15,23.33,14.88,22.5,18,79,13,34,62,6,16,24,S,1,18,64,M,H,149200 ,42,53660 
1,12900,5,3,15,2,3,5,10,7.33,10,4,74,42,61,81,7,15,19,A,0,11,,F,U,135100 ,36,0 
0,178298,,1,1,1,1,25,25,25,25,16,16,12,17,14,5,7,6,F,0,11,,F,U,144900 ,29,70032 
1,179262,10,5,25,4,14,10,6.8,6,7,16,127,12,32,77,5,15,33,A,1,12,50,U,H,180100 ,26,70032 
1,179257,10,3,6,1,2,10,9,6.67,10,17,102,12,25,40,6,12,17,A,0,14,35,M,H,144900 ,37,70032 
1,179235,12,4,6,3,4,13,10.25,9,10.33,16,40,13,32,33,6,15,14,A,1,12,33,M,H,113300 ,32,70032 
0,179225,,3,5,2,2,6,6.33,5.6,7,18,28,12,24,23,6,12,10,A,1,18,57,F,H,128900 ,30,70032 
0,179198,,6,12,4,5,20,12,11,10,15,44,14,35,43,6,17,17,A,1,17,,M,U,120000 ,28,0 
0,179880,,4,4,2,2,25,21.25,21.25,17.5,26,33,11,28,28,5,14,12,A,0,20,,F,U,120000 ,40,67652 
1,179293,10,2,13,0,7,10,10,10.46,,19,116,13,32,70,5,5,29,A,1,20,,M,U,119600 ,37,0 
1,179275,25,3,5,1,1,16,12,9.2,11,20,52,12,32,40,6,15,17,A,1,40,52,F,H,142400 ,39,67652 
1,179309,24,2,4,1,2,19,18,14.5,19,21,64,11,22,37,5,10,13,A,0,40,59,F,U,127800 ,34,0 
1,179359,10,1,16,0,10,10,10,5.88,,26,130,9,26,63,4,4,25,A,1,35,17,F,U,232100 ,29,91065 
1,179339,13,6,10,5,7,9,8.17,6.7,8,16,53,13,32,37,6,16,16,A,1,35,4,M,H,232100 ,27,91065 
0,179330,,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,35,35,F,H,176900 ,25,91065 
0,179324,,1,1,1,1,23,23,23,23,17,17,11,16,14,5,7,6,F,0,14,45,F,H,195600 ,28,91065 
1,10719,19,3,9,2,3,10,11.33,11.56,8.5,4,40,29,49,62,7,17,17,A,0,0,83,F,U,237500 ,0,91065 
1,179377,10,4,16,2,9,10,8.75,7.5,7.5,16,131,14,36,70,6,17,31,S,1,0,,U,U,161700 ,0,0 
1,179376,20,1,10,0,7,15,15,9.1,,18,124,11,29,65,4,4,27,A,1,0,39,F,H,153300 ,0,67774 
0,179388,,1,5,0,2,15,15,9.8,,18,65,10,24,38,4,4,13,A,0,10,,F,U,0 ,56,0 
1,179776,10,4,18,3,9,20,17.5,14,16.67,22,126,8,25,57,4,13,22,A,1,13,66,F,H,149300 ,36,66949 
0,179459,,3,9,3,5,50,45.33,32,45.33,21,93,13,33,65,6,16,26,A,0,1,,U,U,137500 ,19,0 
1,179457,15,5,12,4,6,20,20.4,20.58,21.75,18,79,13,34,58,5,16,23,A,0,3,55,F,H,139000 ,16,66949 
1,179454,20,3,6,1,2,15,13.33,9.5,15,16,67,14,33,48,6,15,19,A,1,9,72,F,H,93600 ,27,66949 
0,179439,,2,2,0,0,25,22.5,22.5,,24,31,12,27,24,6,6,11,A,0,2,57,M,H,175400 ,16,66949 
0,179427,,1,2,1,1,20,30,25,30,15,16,16,21,18,5,7,6,F,0,3,27,M,H,109000 ,25,66949 
1,179423,20,1,1,1,1,20,20,20,20,17,17,11,16,14,5,7,6,F,0,3,82,F,H,165400 ,21,66949 
1,12573,102,6,28,5,17,133,99.83,63.04,99.8,5,127,28,48,100,4,15,29,S,1,0,17,F,U,137500 ,0,0 
0,179486,,2,2,2,2,20,17.5,17.5,17.5,16,29,11,24,24,5,11,10,A,0,3,49,U,U,190100 ,26,71754 
0,179568,,3,23,2,8,10,13,10.7,12,18,86,12,33,67,5,15,25,A,1,16,74,F,H,83800 ,21,43942 
1,179563,23,3,5,1,2,25,22,16.4,20,20,52,13,32,41,6,15,16,S,1,16,47,M,H,84200 ,12,43942 
1,179606,15,3,12,1,7,12,10.67,7.25,10,18,91,13,32,58,6,14,23,S,1,34,78,F,U,132600 ,32,83415 
0,178971,,4,10,2,7,15,12.75,10,13,15,91,13,31,61,6,16,31,A,1,13,46,F,H,243800 ,43,98709 
1,179673,5,5,14,5,13,7,4.8,3.64,4.8,17,123,12,27,61,5,11,27,S,1,2,80,M,H,154600 ,35,76422 
0,179697,,3,16,3,10,30,17.33,9,17.33,24,105,13,33,66,6,16,29,A,1,11,59,F,H,176400 ,42,75381 
0,179751,,2,7,1,2,15,14,10.86,13,17,74,13,32,47,6,16,20,A,0,32,68,F,H,94000 ,34,49849 
0,179750,,3,7,2,4,20,21.67,18.14,22.5,19,63,14,35,53,6,16,19,A,0,30,,M,U,71100 ,19,49849 
0,179745,,0,3,0,1,20,0,14.33,,18,45,12,12,35,6,6,15,A,0,16,37,M,U,95600 ,30,49849 
1,179735,20,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,11,66,M,U,135000 ,29,0 
0,179869,,2,15,1,9,25,22.5,9.87,25,15,123,12,33,73,5,15,33,L,1,12,55,M,H,126700 ,42,56628 
1,179863,10,2,16,2,11,10,12,9.19,12,16,104,13,33,68,6,15,27,S,1,2,50,M,H,125300 ,27,56628 
1,189009,5,6,9,4,5,10,5.67,5.78,5.75,4,40,14,33,35,6,15,14,A,0,4,,M,U,134700 ,24,54093 
0,179946,,3,9,1,4,11,11.67,7.89,11,15,88,11,22,48,5,10,19,A,1,4,75,F,U,119700 ,29,54093 
0,179923,,4,7,2,3,20,15.75,13.43,14.5,18,41,13,32,36,6,16,15,S,1,20,72,M,H,133700 ,31,54093 
0,2640,,2,3,1,1,7,15,12.33,5,10,20,23,30,29,10,13,12,F,0,17,,F,U,140500 ,27,0 
1,180050,25,4,10,2,4,21,20,12.9,20,18,89,13,31,56,5,13,21,A,1,20,,F,U,118000 ,30,0 
0,180055,,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,17,,M,U,118500 ,31,0 
0,179444,,3,5,2,4,25,25,25,25,22,53,15,37,48,6,17,20,A,0,3,57,F,H,147300 ,17,66172 
0,1502,,1,4,0,2,15,15,11.75,,18,57,12,23,45,4,4,16,A,0,14,51,F,H,176500 ,30,66172 
1,10036,25,0,4,0,1,25,0,25,,13,45,29,29,60,4,4,13,A,0,12,72,M,H,148900 ,30,65385 
0,180127,,3,14,2,9,10,10.67,7.21,11,15,113,12,30,61,5,12,26,A,1,13,68,F,H,218900 ,37,65385 
1,179014,23,6,35,5,18,10,20.33,13.6,21.4,15,129,14,31,83,6,17,32,S,1,35,87,F,U,90400 ,29,46099 
1,180175,20,3,14,2,7,15,16.67,14.07,17.5,24,115,11,32,71,6,16,31,A,0,17,70,F,U,93800 ,26,0 
0,180139,,2,3,2,2,25,20,21.67,20,18,29,13,27,25,6,13,11,A,0,16,57,M,H,77500 ,30,46099 
0,180182,,4,5,3,3,10,10.5,9.6,10.67,19,28,12,26,24,6,13,11,A,1,13,61,F,H,241500 ,28,77490 
0,180252,,2,4,1,2,19,14.5,18.5,10,25,53,11,32,42,6,16,18,A,0,18,52,F,H,100700 ,36,46675 
0,180246,,2,4,1,2,50,50,38.75,50,17,40,13,35,37,6,17,16,A,0,18,62,F,H,97500 ,45,46675 
1,180292,10,5,15,2,9,5,8.4,6.6,8.5,15,125,13,35,68,6,17,29,A,1,28,76,F,H,127500 ,43,54401 
0,180289,,1,8,0,3,25,25,18.88,,17,104,13,35,65,6,6,27,A,1,26,43,F,H,127500 ,36,54401 
1,180272,20,3,3,1,1,20,14,14,10,18,33,12,31,28,6,15,13,A,0,26,79,F,H,105500 ,35,54401 
0,191233,,1,5,0,2,24,24,17.6,,18,90,13,30,53,6,6,22,A,0,0,,M,U,165200 ,35,79842 
1,180383,11,2,14,1,9,10,11.5,8.21,10,17,93,13,31,66,6,14,24,S,1,30,37,F,H,91900 ,31,57633 
1,180428,20,2,5,0,3,20,18.5,18,,18,105,13,31,53,6,6,24,A,0,40,49,M,H,139000 ,37,60963 
1,179683,25,1,3,0,2,25,25,21.67,,23,44,14,33,40,6,6,15,A,0,20,46,F,U,110800 ,45,60963 
1,7160,14,5,18,3,7,15,14.8,14.44,14.67,17,81,15,34,72,7,16,24,A,1,40,7,M,H,111700 ,34,60963 
0,180463,,7,21,3,8,10,9.86,7.38,9.67,24,87,11,33,60,6,17,25,S,1,27,44,F,H,100500 ,34,62138 
0,180445,,3,3,1,1,10,23.33,23.33,50,18,31,13,28,26,6,13,11,A,1,27,46,M,U,102000 ,35,62138 
1,180512,10,3,19,3,13,10,9.33,6.58,9.33,24,114,11,30,71,5,15,31,A,1,40,83,M,H,73100 ,38,50857 
1,180510,15,3,27,2,13,13,13,7.67,14,16,129,14,36,77,6,17,30,A,1,34,76,F,U,162500 ,41,50857 
1,180505,15,3,10,1,6,15,14,9.9,12,18,93,12,33,61,6,17,26,A,1,40,76,M,H,93500 ,43,50857 
0,180502,,7,18,5,9,7,8.57,8.61,9.6,15,80,13,34,67,6,17,24,S,1,38,40,F,U,64200 ,44,50857 
0,180501,,4,8,2,5,21,17.5,15.25,16,19,79,14,32,54,6,14,21,A,1,40,45,M,H,75500 ,47,50857 
1,180617,11,5,30,3,16,10,13,7.48,15,15,124,13,33,81,6,17,34,S,1,25,76,M,U,82400 ,25,0 
0,180616,,2,16,0,4,10,10,5.75,,20,121,8,22,51,4,4,20,S,1,40,,U,U,96100 ,36,0 
0,180610,,1,5,0,1,15,15,6.6,,18,81,10,23,44,4,4,15,A,0,24,,U,U,229500 ,54,0 
1,180604,5,7,17,3,7,5,6.14,6.12,6.67,15,69,11,32,55,5,15,22,S,1,40,61,F,H,96100 ,36,52297 
1,180633,15,1,6,1,5,15,15,11.67,15,18,81,10,24,47,4,9,16,A,0,40,76,F,H,94900 ,31,46710 
0,180734,,3,11,1,7,10,10.67,7.45,10,16,112,14,33,58,6,15,26,A,1,44,72,F,H,82400 ,32,48916 
0,180732,,4,27,0,12,20,20,15.04,,18,113,13,35,73,6,6,33,A,1,39,48,F,H,74300 ,55,48916 
0,180585,,9,28,5,15,7,7.22,6.61,7,18,123,13,34,73,6,17,32,S,1,25,,F,U,125100 ,25,0 
1,180752,8,4,12,2,8,9,7.75,6.17,8.5,16,80,12,32,54,6,15,23,A,1,23,58,M,H,280000 ,45,49394 
1,180786,18,2,14,0,7,12,11,9.5,,17,105,6,22,55,2,2,21,A,1,24,76,M,H,127100 ,47,51786 
1,180787,20,1,1,1,1,20,20,20,20,17,17,10,15,14,4,6,5,F,0,38,37,M,H,111300 ,38,65454 
1,190477,25,1,15,0,8,25,25,14.67,,18,128,13,35,76,6,6,33,A,1,42,,M,U,121200 ,38,0 
1,180805,20,2,3,2,2,10,7.5,6.67,7.5,16,21,13,21,19,6,10,8,N,0,46,73,F,H,141300 ,34,53971 
0,180833,,3,23,2,14,20,20,11.3,20,23,127,13,35,81,6,17,34,A,1,39,67,M,H,79500 ,21,50694 
1,180837,50,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0,28,66,M,H,103900 ,39,57363 
0,180435,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,12,,F,U,140100 ,33,0 
0,180873,,2,4,0,2,20,13.5,9.75,,18,48,12,31,35,6,6,15,A,0,27,49,F,H,123200 ,42,58167 
0,11616,,0,4,0,2,20,0,27.5,,25,44,30,30,61,6,6,15,A,0,39,46,F,H,100800 ,38,58167 
0,180892,,3,4,3,4,19,18,19.75,18,20,41,13,33,36,6,17,16,A,0,44,57,U,U,119400 ,36,61690 
0,180890,,2,2,1,1,25,22.5,22.5,20,19,29,15,29,26,6,13,11,A,0,40,57,F,U,153400 ,21,61690 
0,180950,,4,22,4,14,10,9,9.14,9,24,125,11,32,71,6,17,31,S,1,40,72,M,U,84200 ,28,46279 
0,180936,,1,4,0,1,42,42,26.75,,26,57,10,30,41,5,5,16,A,0,35,55,M,U,112000 ,40,0 
1,5510,20,8,37,5,14,15,11.13,10.54,10.6,11,128,29,49,125,10,19,45,A,1,0,85,F,U,70500 ,0,0 
0,4200,,0,24,0,9,50,0,62.71,,16,66,19,19,95,6,6,22,A,1,0,53,M,H,92300 ,0,46312 
0,181019,,3,14,1,8,20,20,13.64,20,18,127,12,28,65,6,15,32,S,1,27,85,M,H,78200 ,41,46312 
0,181007,,7,15,5,10,15,12.86,11.4,14,17,104,14,34,68,6,16,27,S,1,39,57,M,H,87500 ,44,46312 
0,181045,,1,9,0,3,19,19,14.67,,17,104,14,33,61,6,6,25,A,0,37,79,M,U,68500 ,33,46696 
0,181034,,2,2,2,2,25,17.5,17.5,17.5,16,20,13,20,19,6,10,8,N,0,36,33,M,H,59800 ,50,46696 
1,181083,5,2,7,1,4,5,12.5,8.57,5,24,76,9,27,47,4,11,17,S,1,40,47,M,H,152100 ,44,67063 
1,6490,25,2,6,0,0,24,25,22,,7,28,26,40,48,6,6,11,A,0,40,85,M,U,111800 ,25,0 
1,189706,25,3,6,1,3,20,20,15,20,19,41,4,12,13,2,6,7,E,0,28,,F,U,114500 ,31,0 
1,181117,15,5,9,3,4,10,11.4,10.22,10.33,16,64,10,25,30,4,11,10,A,0,48,42,F,H,133300 ,45,60476 
0,181103,,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,46,,M,U,95600 ,40,60476 
0,181224,,2,13,1,9,20,22.5,15.46,25,25,126,7,24,49,4,13,20,A,1,0,69,F,H,84700 ,0,56210 
0,181209,,7,8,5,6,5,5.14,4.88,5,17,41,13,33,37,6,15,14,A,1,0,49,F,H,89300 ,0,56210 
1,2081,7,11,49,7,23,8,7.82,7.84,7,4,106,25,44,88,9,19,36,A,1,0,,F,U,87100 ,0,56210 
1,181296,15,5,6,2,2,15,11.6,10.5,12.5,17,40,13,33,35,6,15,14,A,0,49,71,F,H,51000 ,38,50278 
0,181298,,3,7,3,4,15,13.33,11.43,13.33,25,57,11,31,42,6,16,17,A,1,49,,F,U,56100 ,28,0 
0,181302,,2,4,2,2,3,6.5,5.5,6.5,15,21,13,20,18,6,10,8,N,0,35,45,F,H,108700 ,49,65758 
1,181337,12,5,7,3,4,15,11.4,9.86,11.67,17,44,13,32,39,6,16,16,S,1,24,67,F,H,121700 ,34,67917 
0,181334,,2,3,2,3,20,15.5,12,15.5,17,41,12,30,32,6,14,13,A,0,24,,F,U,121700 ,34,0 
0,181368,,2,5,0,1,20,15,10.4,,18,77,13,24,43,5,5,14,A,0,44,41,M,H,92900 ,43,56054 
