target_flag,gender,education,home_value,age,buy_online,mosaic_group,marital,poc,occupation,mortgage,home_owner,region,new_car,home_income
Y,M,4. Grad,482679,1_Unk,Y,E,Single,N,Blue Collar,1Low,Renter,Northeast,8,D
N,F,2. Some College,0,2_<=25,Y,F,,N,Sales/Service,1Low,Renter,Midwest,3,E
Y,F,0. <HS,186804,1_Unk,Y,C,,Y,Sales/Service,2Med,Owner,South,1,E
N,F,3. Bach,1128956,7_>65,Y,C,,Y,Sales/Service,3High,Owner,West,1,J
Y,M,3. Bach,348432,5_<=55,Y,C,Married,U,Professional,3High,Owner,South,1,F
N,F,4. Grad,583691,4_<=45,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,K
N,F,1. HS,32046,5_<=55,N,I,Married,Y,Sales/Service,1Low,Owner,South,8,A
Y,M,3. Bach,289777,6_<=65,Y,C,,Y,Blue Collar,3High,Owner,Midwest,3,F
N,M,0. <HS,464153,7_>65,N,B,,N,Retired,1Low,Owner,South,1,K
Y,F,3. Bach,243407,6_<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,F
Y,M,4. Grad,926500,5_<=55,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,L
Y,M,1. HS,331578,5_<=55,N,C,Married,Y,Blue Collar,2Med,Owner,West,2,H
Y,F,1. HS,254624,3_<=35,N,E,Married,Y,Professional,1Low,Owner,West,4,D
N,M,2. Some College,0,4_<=45,Y,J,Married,N,Professional,1Low,Owner,West,6,E
Y,F,4. Grad,563835,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
N,M,2. Some College,206664,4_<=45,Y,E,Married,Y,Sales/Service,1Low,,West,3,G
Y,M,2. Some College,457255,4_<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,E
N,M,1. HS,0,7_>65,N,I,Married,N,Retired,1Low,Owner,Midwest,2,D
Y,M,1. HS,71385,3_<=35,N,I,,Y,Blue Collar,1Low,Owner,Northeast,3,C
N,M,3. Bach,431503,4_<=45,Y,B,Married,Y,Professional,3High,Owner,South,1,F
N,M,1. HS,131355,1_Unk,N,J,Married,U,Blue Collar,1Low,Owner,Midwest,8,C
N,F,3. Bach,469081,1_Unk,Y,B,Married,U,Sales/Service,1Low,Owner,Northeast,1,G
Y,M,3. Bach,422320,4_<=45,Y,C,Married,Y,Professional,3High,Owner,West,2,G
N,F,3. Bach,222414,6_<=65,N,I,Married,N,Sales/Service,1Low,Owner,Midwest,6,H
N,F,4. Grad,844968,7_>65,Y,B,Married,N,Professional,1Low,Owner,West,2,G
N,F,2. Some College,178497,1_Unk,N,E,Married,Y,Sales/Service,1Low,Renter,West,9,E
N,M,3. Bach,545599,5_<=55,Y,C,Married,U,Professional,3High,Owner,Northeast,2,J
N,F,2. Some College,0,4_<=45,N,G,Married,Y,Blue Collar,1Low,Renter,West,9,G
Y,F,3. Bach,514480,3_<=35,Y,C,Married,Y,Professional,3High,Owner,South,1,D
N,F,1. HS,265066,5_<=55,Y,B,,N,Sales/Service,2Med,Owner,Northeast,2,I
N,M,1. HS,88889,1_Unk,N,A,,Y,Others,1Low,Owner,South,2,E
Y,M,4. Grad,309701,7_>65,Y,D,,N,Retired,1Low,Owner,Northeast,1,H
Y,M,1. HS,23500,5_<=55,Y,I,,U,Blue Collar,1Low,Owner,West,7,H
Y,F,3. Bach,127094,7_>65,Y,D,,N,Retired,1Low,Owner,South,2,C
Y,M,4. Grad,1249085,6_<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,L
N,M,2. Some College,173538,3_<=35,N,F,,U,Professional,1Low,Owner,South,3,F
N,F,1. HS,0,5_<=55,Y,G,,Y,Sales/Service,1Low,Renter,South,6,E
Y,F,3. Bach,744775,6_<=65,Y,E,Married,N,Blue Collar,3High,Owner,West,2,A
N,M,1. HS,86256,1_Unk,Y,I,Married,U,Others,1Low,Owner,South,5,E
N,U,2. Some College,148328,1_Unk,Y,F,,N,Professional,1Low,Owner,South,4,E
N,F,4. Grad,293405,6_<=65,N,A,Single,U,Professional,1Low,Renter,West,9,D
N,F,2. Some College,438507,2_<=25,Y,E,Married,Y,Professional,3High,Owner,Northeast,1,J
N,F,1. HS,404390,2_<=25,Y,B,,N,Professional,3High,Owner,South,1,L
Y,F,4. Grad,769104,6_<=65,Y,C,Married,N,Professional,3High,Owner,West,3,H
Y,M,3. Bach,612144,3_<=35,Y,G,Single,N,Professional,1Low,,South,8,F
N,M,0. <HS,217396,3_<=35,Y,I,,U,Farm,1Low,Owner,South,8,C
Y,M,0. <HS,261600,1_Unk,Y,C,Married,U,Blue Collar,2Med,Owner,Northeast,8,G
N,F,3. Bach,0,7_>65,Y,I,Married,N,Retired,1Low,Owner,Midwest,3,D
N,M,1. HS,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,South,8,B
Y,M,2. Some College,525096,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,2,J
Y,M,3. Bach,93740,6_<=65,N,E,Married,N,Professional,1Low,Owner,West,3,F
N,M,2. Some College,240890,4_<=45,Y,E,,U,Professional,1Low,Owner,South,2,E
N,F,0. <HS,290376,6_<=65,Y,E,Married,Y,Sales/Service,1Low,Owner,West,5,F
Y,F,2. Some College,272500,5_<=55,Y,C,Married,U,Professional,3High,Owner,South,2,F
Y,F,1. HS,339535,6_<=65,Y,F,Married,U,Sales/Service,3High,Owner,Northeast,3,F
Y,F,3. Bach,524589,1_Unk,N,C,Married,Y,Professional,1Low,Renter,South,1,L
N,M,2. Some College,163500,1_Unk,N,C,,Y,Blue Collar,1Low,Owner,West,5,F
N,M,1. HS,295935,5_<=55,Y,E,Married,N,Sales/Service,2Med,Owner,Midwest,6,G
Y,F,1. HS,71769,5_<=55,Y,J,Married,N,Others,1Low,Owner,South,5,E
Y,M,0. <HS,188570,4_<=45,Y,E,Married,U,Professional,2Med,Owner,Northeast,3,E
N,F,2. Some College,0,4_<=45,Y,J,,N,Sales/Service,1Low,Renter,Midwest,3,I
N,F,1. HS,0,5_<=55,N,H,Single,Y,Sales/Service,1Low,Renter,South,1,A
N,M,3. Bach,0,3_<=35,Y,E,Single,Y,Sales/Service,1Low,Renter,Northeast,7,J
Y,F,3. Bach,0,5_<=55,Y,A,Single,N,Professional,1Low,,South,8,B
Y,M,0. <HS,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,,South,8,D
Y,F,1. HS,107692,5_<=55,Y,B,Married,N,Others,1Low,Owner,South,4,E
Y,M,2. Some College,308034,4_<=45,Y,C,Married,Y,Blue Collar,1Low,,Northeast,1,H
Y,M,3. Bach,493906,4_<=45,Y,B,Married,N,Farm,1Low,,West,1,E
N,F,3. Bach,0,1_Unk,N,J,,N,Others,1Low,Renter,South,1,B
Y,F,1. HS,0,5_<=55,Y,G,,Y,Professional,1Low,Renter,Northeast,5,D
N,M,2. Some College,508452,2_<=25,N,B,,Y,Blue Collar,1Low,Owner,Northeast,2,F
N,F,0. <HS,1562733,7_>65,N,B,Married,Y,Retired,1Low,Owner,South,1,L
N,M,4. Grad,0,5_<=55,Y,F,Married,U,Sales/Service,1Low,Owner,Northeast,3,E
Y,M,2. Some College,612671,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,G
N,F,2. Some College,85727,4_<=45,Y,J,Married,Y,Sales/Service,1Low,Owner,South,8,E
N,M,4. Grad,333064,7_>65,Y,D,Married,N,Retired,1Low,Owner,South,1,F
N,M,2. Some College,524769,1_Unk,N,B,,U,Professional,3High,Owner,West,1,H
N,M,3. Bach,323046,3_<=35,Y,A,,Y,Professional,1Low,,West,1,G
N,F,1. HS,243484,7_>65,Y,E,,Y,Retired,1Low,Owner,South,2,F
Y,M,3. Bach,123627,4_<=45,N,F,Single,Y,Sales/Service,1Low,Owner,Northeast,2,E
N,M,2. Some College,196112,2_<=25,Y,C,,Y,Blue Collar,1Low,Owner,South,3,E
N,F,3. Bach,121928,6_<=65,Y,I,,N,Sales/Service,1Low,Owner,South,3,D
Y,M,,0,1_Unk,Y,B,,N,Others,1Low,Renter,South,1,I
Y,M,1. HS,74163,6_<=65,Y,F,,Y,Blue Collar,1Low,Owner,Midwest,4,D
Y,F,2. Some College,289940,4_<=45,Y,F,Single,Y,Sales/Service,1Low,Renter,South,1,E
Y,M,2. Some College,473823,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,West,4,F
N,F,0. <HS,0,6_<=65,Y,E,Single,U,Sales/Service,1Low,Renter,South,5,C
Y,M,4. Grad,706483,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,J
N,M,4. Grad,386350,4_<=45,N,C,Married,Y,Professional,3High,Owner,West,2,J
N,F,0. <HS,128184,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,Northeast,8,C
N,M,3. Bach,272718,5_<=55,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,H
N,F,1. HS,86476,1_Unk,Y,D,,N,Professional,1Low,Owner,South,2,E
Y,M,2. Some College,97311,7_>65,Y,I,Married,N,Retired,1Low,Renter,South,1,E
N,M,2. Some College,371848,2_<=25,Y,B,,N,Professional,2Med,Owner,South,1,H
N,F,1. HS,1000000,1_Unk,N,G,Single,U,Professional,1Low,Renter,West,7,G
Y,M,2. Some College,350537,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,South,2,G
N,F,3. Bach,197580,1_Unk,N,F,,Y,Sales/Service,1Low,Owner,Midwest,9,C
Y,M,1. HS,260248,6_<=65,Y,E,Married,N,Professional,1Low,Owner,Northeast,3,E
N,F,3. Bach,525554,6_<=65,Y,B,Married,N,Professional,1Low,Owner,South,2,L
N,M,2. Some College,272129,3_<=35,N,I,Married,U,Sales/Service,1Low,,West,8,D
Y,M,4. Grad,0,1_Unk,N,E,Married,Y,Others,1Low,Renter,Rest,7,E
N,M,1. HS,187523,4_<=45,Y,F,,Y,Professional,1Low,Owner,Northeast,2,G
Y,F,,447957,1_Unk,Y,B,Married,Y,Sales/Service,2Med,Owner,Northeast,1,F
N,F,1. HS,0,5_<=55,Y,I,Married,Y,Blue Collar,1Low,Owner,South,6,E
Y,M,1. HS,283727,5_<=55,Y,E,Married,U,Blue Collar,1Low,Owner,South,4,G
Y,M,2. Some College,0,3_<=35,Y,G,Married,Y,Sales/Service,1Low,,Midwest,9,G
Y,M,3. Bach,331272,5_<=55,Y,C,Married,Y,Professional,2Med,Owner,South,1,I
Y,M,4. Grad,779829,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
N,F,2. Some College,174509,4_<=45,N,E,,Y,Sales/Service,2Med,Owner,West,6,E
Y,M,,206243,1_Unk,Y,F,Single,Y,Sales/Service,2Med,Owner,West,3,E
N,F,1. HS,54429,1_Unk,N,J,Married,U,Blue Collar,1Low,Owner,Midwest,9,C
Y,F,4. Grad,164633,5_<=55,Y,E,Married,Y,Professional,2Med,Owner,Midwest,2,E
N,M,3. Bach,278110,7_>65,Y,D,Married,N,Sales/Service,1Low,Renter,South,4,B
N,M,0. <HS,0,1_Unk,Y,G,Single,N,Sales/Service,1Low,Renter,South,9,A
Y,M,3. Bach,0,1_Unk,N,G,Single,U,Blue Collar,1Low,,West,8,D
N,M,0. <HS,52631,4_<=45,N,G,Single,Y,Blue Collar,1Low,Renter,South,5,D
N,F,3. Bach,255408,3_<=35,Y,C,Married,Y,Professional,3High,Owner,Northeast,2,E
Y,M,3. Bach,185910,5_<=55,Y,B,Married,U,Professional,1Low,Owner,Midwest,2,F
N,F,4. Grad,214435,6_<=65,Y,C,,Y,Professional,1Low,Owner,South,3,F
Y,M,4. Grad,254809,7_>65,Y,D,Married,N,Retired,1Low,Owner,South,1,H
Y,M,4. Grad,418261,1_Unk,Y,C,Single,Y,Sales/Service,1Low,Renter,South,1,K
N,M,3. Bach,88126,3_<=35,Y,F,,U,Professional,1Low,Owner,Midwest,5,D
Y,F,4. Grad,353944,1_Unk,Y,E,,Y,Professional,2Med,Owner,Northeast,1,I
N,M,3. Bach,0,6_<=65,N,F,Married,Y,Professional,1Low,Owner,West,8,D
Y,M,2. Some College,348582,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,I
Y,M,3. Bach,1027695,7_>65,Y,B,Married,N,Retired,3High,Owner,West,2,L
Y,M,4. Grad,698486,7_>65,Y,B,Married,N,Retired,1Low,Owner,Midwest,1,L
N,F,1. HS,0,7_>65,Y,B,Married,N,Retired,1Low,Renter,Northeast,8,G
Y,M,4. Grad,514672,5_<=55,N,B,Married,N,Professional,1Low,Renter,South,1,G
N,M,3. Bach,0,4_<=45,Y,D,,N,Professional,1Low,Owner,Rest,3,J
N,M,3. Bach,0,7_>65,N,H,,N,Others,1Low,Renter,Northeast,7,E
N,M,2. Some College,247212,5_<=55,Y,D,Married,N,Sales/Service,1Low,Owner,Northeast,1,E
N,F,3. Bach,0,1_Unk,N,G,Single,Y,Professional,1Low,Renter,Northeast,5,D
N,F,1. HS,96657,6_<=65,N,G,,U,Sales/Service,1Low,Renter,South,5,A
Y,M,3. Bach,146496,4_<=45,N,F,,U,Professional,1Low,Owner,South,3,E
N,M,4. Grad,573688,5_<=55,Y,B,Married,U,Professional,3High,Owner,West,1,J
N,M,2. Some College,0,4_<=45,Y,H,,N,Professional,1Low,Renter,West,7,C
Y,M,1. HS,231724,1_Unk,Y,F,,Y,Sales/Service,2Med,Owner,West,2,U
N,M,1. HS,0,5_<=55,N,C,Married,Y,Blue Collar,1Low,,Northeast,5,D
Y,F,2. Some College,0,1_Unk,Y,G,,U,Professional,1Low,,Northeast,5,E
Y,M,,116957,1_Unk,N,F,,Y,Others,1Low,,South,9,E
N,M,2. Some College,153799,1_Unk,Y,E,Married,Y,Sales/Service,1Low,Owner,South,4,A
Y,M,3. Bach,603075,6_<=65,Y,B,Married,N,Professional,3High,Owner,South,1,K
Y,F,3. Bach,357351,4_<=45,Y,C,,Y,Sales/Service,3High,Owner,Midwest,1,G
Y,M,3. Bach,577850,4_<=45,Y,B,,N,Professional,3High,Owner,Midwest,1,A
Y,M,3. Bach,115463,4_<=45,Y,F,Married,Y,Sales/Service,1Low,Renter,Midwest,2,E
Y,M,2. Some College,282233,2_<=25,Y,B,,U,Professional,1Low,Owner,South,5,F
Y,F,3. Bach,412004,4_<=45,Y,C,,Y,Professional,3High,Owner,South,2,G
N,F,4. Grad,331905,6_<=65,Y,B,Married,N,Professional,1Low,Owner,South,3,G
N,F,2. Some College,0,3_<=35,Y,G,Single,Y,Professional,1Low,Renter,West,8,B
N,F,3. Bach,126603,6_<=65,Y,C,,U,Sales/Service,1Low,Owner,Midwest,3,D
N,F,0. <HS,0,1_Unk,Y,E,,N,Sales/Service,1Low,Owner,West,5,E
N,F,1. HS,354250,3_<=35,Y,C,,Y,Blue Collar,3High,Owner,South,1,F
Y,M,,284163,1_Unk,Y,E,,U,Others,1Low,Owner,South,1,E
N,F,1. HS,0,7_>65,Y,H,Married,N,Retired,1Low,Owner,Northeast,7,B
N,M,1. HS,51060,7_>65,Y,F,,U,Retired,1Low,Owner,Midwest,6,F
Y,F,1. HS,269186,5_<=55,Y,D,,N,Professional,1Low,Owner,Northeast,1,G
Y,F,3. Bach,0,3_<=35,Y,G,Single,U,Professional,1Low,Renter,South,6,D
N,F,0. <HS,0,5_<=55,N,F,,Y,Others,1Low,Renter,West,8,C
N,M,4. Grad,659613,7_>65,N,D,,N,Retired,1Low,Owner,South,1,H
N,M,1. HS,0,3_<=35,Y,H,,N,Sales/Service,1Low,Renter,South,7,E
N,F,1. HS,436218,6_<=65,Y,E,Single,N,Sales/Service,1Low,Renter,West,4,F
N,M,4. Grad,0,5_<=55,N,B,,N,Blue Collar,1Low,Owner,Northeast,3,F
Y,M,4. Grad,743796,6_<=65,Y,B,Married,N,Professional,3High,Owner,South,1,I
Y,M,4. Grad,511689,5_<=55,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,L
Y,F,1. HS,0,4_<=45,Y,J,Married,Y,Professional,1Low,Owner,South,2,E
Y,F,3. Bach,283400,3_<=35,Y,E,Married,Y,Sales/Service,1Low,,Northeast,4,H
Y,M,0. <HS,854636,5_<=55,Y,D,Married,N,Professional,3High,Owner,South,1,D
Y,M,4. Grad,294511,5_<=55,Y,B,Married,U,Sales/Service,3High,Owner,South,2,G
Y,M,4. Grad,152294,3_<=35,N,I,Married,N,Professional,1Low,Owner,South,5,D
Y,M,0. <HS,214675,5_<=55,N,E,Single,Y,Blue Collar,2Med,Owner,South,4,E
Y,M,3. Bach,388312,4_<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,Northeast,1,E
N,M,2. Some College,0,2_<=25,Y,E,,Y,Others,1Low,Owner,South,1,G
N,F,2. Some College,172874,6_<=65,Y,D,Married,N,Retired,1Low,Owner,South,2,F
Y,M,2. Some College,374251,1_Unk,Y,C,Married,N,Sales/Service,2Med,Owner,South,1,C
Y,F,2. Some College,241260,6_<=65,Y,E,Married,N,Sales/Service,1Low,Owner,Midwest,5,E
N,F,1. HS,0,7_>65,Y,H,,U,Retired,1Low,,South,5,G
N,M,4. Grad,5000000,1_Unk,N,A,Single,U,Professional,1Low,,West,1,C
Y,F,0. <HS,0,4_<=45,N,G,Married,Y,Blue Collar,1Low,Renter,Northeast,1,D
Y,M,2. Some College,357084,4_<=45,N,E,,Y,Others,1Low,Owner,Northeast,8,E
N,M,2. Some College,0,5_<=55,Y,G,Single,N,Blue Collar,1Low,Owner,Northeast,7,B
N,F,1. HS,145972,4_<=45,Y,B,,N,Sales/Service,1Low,Owner,South,6,E
N,F,4. Grad,0,7_>65,Y,J,Married,N,Professional,1Low,Owner,South,7,D
Y,M,0. <HS,198423,1_Unk,N,C,Married,U,Sales/Service,2Med,Owner,Midwest,8,F
Y,M,4. Grad,182008,6_<=65,Y,E,Married,N,Others,1Low,Owner,South,1,G
Y,M,0. <HS,254087,1_Unk,Y,F,Married,Y,Sales/Service,2Med,Owner,South,5,E
Y,M,2. Some College,299750,5_<=55,Y,B,Married,Y,Professional,3High,Owner,South,1,G
N,F,2. Some College,292556,2_<=25,Y,E,,Y,Sales/Service,2Med,Owner,West,5,F
Y,F,1. HS,132550,1_Unk,Y,J,,N,Blue Collar,1Low,Owner,Northeast,2,D
N,F,4. Grad,121192,4_<=45,Y,F,,U,Sales/Service,2Med,Owner,South,2,E
Y,F,1. HS,0,1_Unk,Y,B,,N,Sales/Service,1Low,,South,2,H
N,M,1. HS,98372,6_<=65,Y,J,Married,U,Blue Collar,1Low,Owner,Northeast,3,E
N,F,2. Some College,599739,1_Unk,Y,B,Single,N,Sales/Service,2Med,Owner,West,3,E
N,U,0. <HS,276249,1_Unk,N,E,,Y,Sales/Service,1Low,Owner,Northeast,3,B
Y,F,3. Bach,236660,6_<=65,Y,B,Single,Y,Professional,1Low,Owner,Midwest,1,E
N,F,3. Bach,212190,1_Unk,N,I,,N,Professional,1Low,Owner,South,2,F
N,F,,525380,4_<=45,Y,E,,Y,Professional,3High,Owner,West,2,B
N,F,3. Bach,0,1_Unk,Y,B,,U,Sales/Service,1Low,Owner,Northeast,6,H
N,F,3. Bach,240601,4_<=45,Y,C,,Y,Professional,2Med,Owner,West,4,C
Y,M,3. Bach,417968,4_<=45,Y,B,Married,Y,Professional,2Med,Owner,South,1,F
Y,F,1. HS,348233,4_<=45,Y,E,Married,U,Sales/Service,3High,Owner,Northeast,3,F
Y,M,2. Some College,560914,3_<=35,N,C,Married,U,Professional,3High,Owner,West,1,G
Y,F,1. HS,0,6_<=65,N,E,,Y,Sales/Service,1Low,Owner,South,4,D
N,F,0. <HS,54249,7_>65,N,J,,U,Retired,1Low,Owner,Midwest,7,B
N,M,0. <HS,0,3_<=35,Y,I,,N,Others,1Low,,Rest,3,C
Y,M,1. HS,448646,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,G
Y,M,2. Some College,224322,4_<=45,N,C,Single,N,Professional,1Low,,Midwest,2,H
Y,M,3. Bach,966873,4_<=45,N,C,,U,Professional,3High,Owner,South,2,E
N,F,2. Some College,101827,4_<=45,N,G,Married,Y,Sales/Service,1Low,Owner,West,3,E
N,M,4. Grad,373041,3_<=35,Y,B,,N,Professional,1Low,Owner,Midwest,3,E
Y,F,3. Bach,306726,4_<=45,Y,E,,Y,Professional,1Low,Owner,South,7,E
Y,F,1. HS,234132,3_<=35,N,C,Married,Y,Professional,1Low,Owner,South,4,E
N,M,2. Some College,815064,5_<=55,Y,B,Married,U,Sales/Service,1Low,,South,1,L
N,F,3. Bach,650457,3_<=35,Y,B,,N,Professional,3High,Owner,Northeast,1,G
Y,M,4. Grad,1246960,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
Y,M,2. Some College,320530,3_<=35,Y,C,,Y,Blue Collar,1Low,Owner,South,2,E
Y,M,3. Bach,1039609,6_<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,L
N,F,2. Some College,156960,6_<=65,Y,E,,N,Sales/Service,1Low,Owner,South,3,F
Y,M,2. Some College,1000000,4_<=45,Y,B,Married,Y,Professional,1Low,,South,3,F
Y,M,0. <HS,358610,4_<=45,Y,E,Married,U,Others,1Low,Owner,South,2,I
Y,F,1. HS,170279,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,South,2,G
Y,F,3. Bach,434560,3_<=35,Y,F,Married,Y,Professional,1Low,Renter,Northeast,3,D
Y,M,1. HS,1164390,6_<=65,Y,B,Married,Y,Blue Collar,1Low,Owner,South,2,C
Y,M,3. Bach,474804,4_<=45,Y,C,,Y,Professional,3High,Owner,Northeast,1,G
N,M,2. Some College,331578,5_<=55,Y,F,,U,Sales/Service,1Low,Renter,West,2,G
Y,M,2. Some College,400248,6_<=65,Y,C,Married,Y,Sales/Service,3High,Owner,Midwest,2,H
Y,M,4. Grad,1000000,4_<=45,Y,C,,Y,Professional,1Low,Owner,South,1,K
Y,M,4. Grad,2000000,6_<=65,Y,B,Married,N,Professional,2Med,Owner,South,1,K
N,F,2. Some College,184820,5_<=55,N,A,Single,U,Professional,1Low,Renter,Northeast,8,C
Y,M,2. Some College,269775,2_<=25,Y,E,,Y,Professional,3High,Owner,Midwest,6,F
Y,M,3. Bach,427498,3_<=35,Y,E,Married,N,Professional,3High,Owner,South,2,F
N,F,1. HS,97282,2_<=25,N,G,Married,Y,Sales/Service,1Low,Owner,West,7,D
Y,F,2. Some College,247212,3_<=35,N,E,,Y,Sales/Service,1Low,Owner,South,8,E
N,F,4. Grad,43818,3_<=35,N,E,Married,Y,Professional,1Low,Owner,Northeast,2,F
N,F,1. HS,595270,1_Unk,N,C,,Y,Blue Collar,2Med,Owner,South,1,H
Y,M,,436000,1_Unk,Y,E,,N,Others,1Low,Owner,Northeast,1,E
N,F,0. <HS,261436,3_<=35,Y,B,,N,Sales/Service,1Low,Owner,Northeast,2,H
Y,M,3. Bach,788724,5_<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
N,M,3. Bach,618520,1_Unk,N,B,Single,N,Professional,1Low,Owner,Northeast,8,G
N,M,1. HS,0,1_Unk,N,E,Married,Y,Others,1Low,Owner,West,1,F
N,U,0. <HS,0,7_>65,N,F,,Y,Retired,1Low,,South,7,D
Y,M,2. Some College,137492,1_Unk,Y,E,,N,Professional,1Low,Owner,Northeast,2,C
N,M,1. HS,0,4_<=45,N,G,Single,Y,Blue Collar,1Low,Renter,South,8,A
N,F,2. Some College,0,4_<=45,N,J,Married,Y,Sales/Service,1Low,Owner,South,1,E
N,M,1. HS,0,7_>65,Y,I,,Y,Retired,1Low,Owner,South,2,E
N,F,3. Bach,69193,1_Unk,N,I,,N,Sales/Service,1Low,Renter,South,7,D
Y,M,1. HS,112313,7_>65,Y,D,Married,N,Retired,1Low,Owner,Midwest,6,E
N,M,2. Some College,297112,6_<=65,N,B,Married,N,Professional,1Low,Owner,Northeast,2,E
N,F,1. HS,457576,1_Unk,Y,C,Married,Y,Sales/Service,3High,Owner,West,3,I
Y,M,3. Bach,436000,7_>65,Y,B,Married,N,Professional,1Low,Owner,South,1,F
N,M,1. HS,290812,4_<=45,N,E,Married,Y,Sales/Service,2Med,Owner,West,4,H
Y,F,3. Bach,317735,5_<=55,Y,C,,N,Professional,1Low,Owner,West,1,F
Y,M,4. Grad,228376,5_<=55,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,1,H
Y,M,4. Grad,260101,4_<=45,N,B,Married,Y,Professional,3High,Owner,South,2,H
N,F,1. HS,0,1_Unk,N,G,Married,Y,Sales/Service,1Low,Renter,Northeast,5,A
Y,F,2. Some College,636560,5_<=55,N,C,Married,N,Professional,3High,Owner,West,1,K
Y,F,0. <HS,0,1_Unk,Y,A,Single,U,Sales/Service,1Low,Renter,Northeast,3,C
Y,F,2. Some College,270254,5_<=55,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,4,G
N,F,1. HS,156109,7_>65,Y,E,,U,Retired,1Low,Owner,South,3,E
Y,F,2. Some College,116180,5_<=55,Y,J,Married,U,Sales/Service,1Low,Owner,West,1,D
Y,M,4. Grad,452132,6_<=65,Y,B,Married,Y,Professional,3High,Owner,South,1,K
Y,F,3. Bach,118220,4_<=45,Y,E,,N,Others,1Low,Owner,South,2,F
Y,M,4. Grad,303161,1_Unk,N,C,Married,Y,Sales/Service,1Low,,West,1,F
Y,M,0. <HS,0,3_<=35,Y,J,Married,Y,Blue Collar,1Low,Owner,Midwest,5,F
Y,F,2. Some College,468176,1_Unk,Y,C,,Y,Sales/Service,2Med,Owner,South,1,G
N,M,2. Some College,30214,4_<=45,N,F,Married,Y,Sales/Service,1Low,Owner,South,3,D
N,F,1. HS,153690,1_Unk,N,J,,U,Professional,1Low,Owner,Midwest,1,E
Y,M,2. Some College,346783,7_>65,N,H,,N,Retired,1Low,Owner,West,1,D
Y,M,2. Some College,157620,2_<=25,Y,F,,Y,Blue Collar,1Low,Owner,Northeast,8,F
Y,M,1. HS,740110,6_<=65,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,L
Y,F,2. Some College,391964,4_<=45,Y,C,,Y,Professional,1Low,Owner,South,1,G
Y,M,3. Bach,370600,4_<=45,Y,B,Married,N,Professional,2Med,Owner,Midwest,1,G
N,F,1. HS,190096,2_<=25,N,F,Single,Y,Sales/Service,1Low,,West,8,B
Y,M,0. <HS,0,1_Unk,Y,J,Married,U,Sales/Service,1Low,,Midwest,9,C
N,F,1. HS,268663,6_<=65,Y,B,Married,N,Blue Collar,1Low,Owner,Northeast,3,G
N,M,2. Some College,149264,6_<=65,N,J,Single,U,Professional,1Low,Renter,Midwest,8,D
N,U,4. Grad,792648,1_Unk,N,B,Single,U,Professional,3High,Owner,West,3,I
Y,F,4. Grad,215602,3_<=35,Y,C,Married,U,Professional,3High,Owner,South,2,G
N,F,1. HS,230153,5_<=55,N,G,Single,Y,Sales/Service,1Low,Renter,South,1,E
Y,M,3. Bach,434157,2_<=25,Y,E,,U,Professional,1Low,Owner,Northeast,2,E
N,M,1. HS,0,6_<=65,N,E,Single,N,Professional,1Low,Owner,Northeast,3,I
Y,M,,920134,1_Unk,Y,B,Married,Y,Professional,3High,Owner,South,1,L
Y,M,2. Some College,567127,5_<=55,Y,C,Married,Y,Sales/Service,3High,Owner,West,2,G
Y,F,3. Bach,183926,4_<=45,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,5,E
N,M,2. Some College,192930,1_Unk,Y,C,,Y,Blue Collar,1Low,Owner,Midwest,3,G
Y,M,4. Grad,1037407,5_<=55,Y,C,Married,Y,Professional,3High,Owner,West,1,J
N,M,2. Some College,76866,1_Unk,N,F,,Y,Sales/Service,1Low,Owner,South,5,D
Y,M,2. Some College,132129,7_>65,N,D,,N,Retired,1Low,Owner,South,2,B
N,M,2. Some College,743598,1_Unk,N,C,Married,Y,Professional,3High,Owner,West,3,C
