,評等,評語
3513,3.0,(由 Google 提供翻譯) 之前去印像很好，但這次被分配坐到團體位置非常吵雜，本來有良好印象的服務也大打折扣。(原始評論) …更多(由 Google 提供翻譯) 之前去印像很好，但這次被分配坐到團體位置非常吵雜，本來有良好印象的服務也大打折扣。(原始評論)之前去印象很好，但這次被分配坐到團體位置非常吵雜，本來有良好印象的服務也大打折扣。
3514,4.0,"服務貼心,食材量多～！！"
3515,4.0,環境好！餐廳食物Cp值高
3516,5.0,肉質好 但份量不多
3517,2.0,個人覺得普通 不值這個價位
3518,2.0,電話都是裝飾品嗎？一直都轉接語音信箱
3519,5.0,(由 Google 提供翻譯) 單點式，但對於食量大的人、是吃不飽的….沾醬.肉品.甜點高級-雞湯好喝👍服務佳+勤換烤網+幫忙烤蝦&幹貝加剝蝦殼=100分，平日去了三次，創始店還是會想再去的燒肉店～ …更多(由 Google 提供翻譯) 單點式，但對於食量大的人、是吃不飽的….沾醬.肉品.甜點高級-雞湯好喝👍服務佳+勤換烤網+幫忙烤蝦&幹貝加剝蝦殼=100分，平日去了三次，創始店還是會想再去的燒肉店～(原始評論)單點式，但對於食量大的人、是吃不飽的….沾醬.肉品.甜點高級-雞湯好喝👍服務佳+勤換烤網+幫忙烤蝦&干貝加剝蝦殼=100分，平日去了三次，創始店還是會想再去的燒肉店～
3520,4.0,松阪豬好吃，設備不錯
3521,5.0,(由 Google 提供翻譯) 好吃(原始評論)好吃
3522,5.0,相同價格的店比較起來算不錯，價格平均一人要7 8百以上
3523,5.0,好吃，服務生親切
3524,4.0,肉質品質不錯
3525,4.0,服務比較急躁，且沒有桌邊服務碳佐麻里比較棒
3526,5.0,服務親切
3527,5.0,好吃、服務好，值得一來
3528,3.0,還可以 只是安排座位很不ok 預約時間到現場等了快一個小時半 結果發現很多座位就是空在那 覺得制度有點爛就是了
3529,1.0,"不是很好的用餐經驗，用餐過程當中烤爐的火一直不旺，用餐半小時服務生才開始調整火力，問題是一直無法解決，用餐一個小時一盤肉都烤不完也烤不熟，服務生只會一直過來告知用餐時間剩一小時，連續提醒4,5次，直到我們提議換桌才在時間內烤完所有的肉，吃的非常趕，一個烤爐來了3個服務生都弄不好，只會一直催促客人，爐子是你們的，問題是你們的，怎麼搞的像客人故意拖延時間，有空桌為什麼不提早幫客人換桌？一個人花了800多吃一小時戰鬥餐，真的是很高貴的用餐經驗。"
3530,5.0,肉質好，不需過多調味料及沾醬可以直接嚐到【肉】最原始的鮮甜。另外，除了雞湯以外值得一提的是他們的沙拉。 ⋯⋯更多肉質好，不需過多調味料及沾醬可以直接嚐到【肉】最原始的鮮甜。另外，除了雞湯以外值得一提的是他們的沙拉。我點的是凱撒沙拉，屋馬的凱撒沙拉，每片菜葉所包覆的醬料都很均勻，幾乎找不到有空白的生菜。搭配上大顆的小蕃茄，讓整盤沙拉不膩口。うまい！
3531,5.0,服務好肉品質量佳
3532,5.0,肉質好，服務佳。備有停車塲。
3533,2.0,食材實在不怎麼樣
3534,1.0,屋馬常客 但是今天發生一件讓我很傻眼的事情當初在2~3個禮拜前訂位 而且對方卻認定到位置結果今天現場去的時候 店員怎麼找都找不到定位資料 ⋯⋯更多屋馬常客 但是今天發生一件讓我很傻眼的事情當初在2~3個禮拜前訂位 而且對方卻認定到位置結果今天現場去的時候 店員怎麼找都找不到定位資料問我們是不是訂錯家 我們很確認是訂這家沒錯 不過還是跑去文心店確定結果果然也是沒有訂位資料結果只能空等 等到最後對方跟我說因為沒有人取消 也沒辦法安排位置那前面都在等辛酸的?  告知我們還要再等兩小時最後憤而離席 從剛開始到後面都不承認他們訂位有疏失 也不積極處理然後小道消息 屋馬的位置有一半都是透過他們員工朋友訂所以外面開放預約的很有可能只是撿剩下來的時間 ...傻眼
3535,5.0,33 很可愛 哈哈
3536,4.0,只能用讚來形容食物，但是等待時間真的太久了，而且訂位需要一個月前才可能訂到想要的時間。
3537,1.0,嗯…原先說好訂位完成，隔天打電話詢問是否可以更改日期與人數，五分鐘左右的查詢等待，得到的是並沒有訂位資料，如果沒有打電話過去，按照原定時間卻過去撲了空，想慶祝的心情也會深受影響吧…同一電話號碼卻問是不是打錯分店了，好吧…可能是客人甲跟我們說有活動會贈送冰淇淋喔跟人數有些滿要共桌享用呢~差勁。
3538,3.0,肉蠻好吃，但其他很普通
3539,4.0,肉類、海鮮粥好吃，服務好
3540,5.0,超難訂位，不愧是燒肉中霸天
3541,4.0,(由 Google 提供翻譯) 好粗(原始評論)好粗
3542,4.0,服務很周到，不過不是令人愉快，一直催促的感覺。肉很好吃，不過稱不上份量很多。
3543,3.0,以這個價位來說... CP... so... so...
3544,4.0,極難訂位但食材品質不錯
3545,5.0,最好能提早半個月前電話預約服務好，食物好吃～女生一開始莎拉不要吃太多，後面會吃不完orz
3546,5.0,非常好吃值回票價的燒肉店，全台中CP最高，電話很難打是真的
3547,5.0,75號服務人員服務親切貼心，下次一定還會去吃
3548,4.0,肉品新鮮美味沙拉清脆沾醬風味十足雞湯是一絕 ⋯⋯更多肉品新鮮美味沙拉清脆沾醬風味十足雞湯是一絕烤網更換頻繁服務人員親切一定要預訂，現場等候會很絕望
3549,3.0,這家屋馬創始店，我是覺得很暗啦...但東西好吃比較重要，環境就普普
3550,4.0,服務ok.人ok.電話很糟糕
3551,1.0,16：30到現場問有沒有位，說要看17：00預定的取消，跟我留名字電話說17：10才能確定有沒有，然後就在大廳等，等到半了還是沒電話來，過去問才說要在裡面等，說我過號了，問說不是電話通知嗎？說他們沒在電話通知的，現在的話要等19：00有沒有取消。。。。。鬼才要繼續等。不電話通知跟我要電話幹嘛，若有跟我說在裡面等，我怎麼可能會在大廳等。抱歉我太鄉巴佬了，不知道你們的等待規定。
3552,5.0,好吃CP值高服務好…要提早訂位
3553,5.0,服務很好，會適時觀察顧客用餐狀況提供服務，而且不會有壓力。
3554,5.0,烤肉好吃，服務人員態度很棒
3555,5.0,(由 Google 提供翻譯) 好吃爆炸(原始評論)好吃爆炸
3556,5.0,想要訂位電話卻怎麼也打不進去，超級難打
3557,5.0,(由 Google 提供翻譯) 美味(原始評論)美味
3558,5.0,食材新鮮，服務佳，套餐內的東西都好吃，這樣的品質配上價格其實還算公道！是會讓人想再訪的店！
3559,5.0,有所有餐廳最好吃的沙拉！還有雞湯也很美味 只是電話真的很難打 要提前幾週訂位
3560,5.0,比本店更適合聚餐 ，用餐環境寬敞 ，餐點一樣水準以上
3561,4.0,服務很好又好吃，雖然價位高，但是有那個價值，只是海鮮ㄌㄡ爆了
3562,5.0,(由 Google 提供翻譯) 就是好吃(原始評論)就是好吃
3563,4.0,湯濃，好吃，服務好也吃得飽……
3564,1.0,電話超級無敵難打.....不吃也罷
3565,1.0,食物好吃 但是服務很差 吃不到一小時就在趕人 很掃興外帶食物也會搞錯 甜點也都沒給 已不會再去吃了
3566,2.0,6個人位置3份主餐，只有一個烤爐，上菜後桌子都放不下，非常擁擠……建議一桌要有2個烤爐。
3567,1.0,過譽了肉薄到會黏網 ⋯⋯更多過譽了肉薄到會黏網肉迷你又薄真的貴 不如去吃單點店單點1800的預算兩人也可以吃很撐了
3568,4.0,好吃但好貴
3569,5.0,(由 Google 提供翻譯) 好吃，只可惜人太多了(原始評論)好吃，只可惜人太多了
3570,5.0,好吃 服務好
3571,4.0,沙拉非常好吃，一般在外吃沙拉都讓人覺得像在吃草，但這裡的沙拉完全不會，食材的選用新鮮又頂級，服務態度也是親切有禮。美中不足的是漏了一杯葡萄汁，講了三次才補上；還有烤爐的管線有問題，服務人員雖然很有耐心的幫忙調整許多次，但爐火依然不平均，最後幫我們換桌，才終於能好好的燒烤。
3572,5.0,非常非常難訂位，需要相當耐心但是不論是食材或服務都很棒很值得等待若是用餐時間再長一點會更好 ⋯⋯更多非常非常難訂位，需要相當耐心但是不論是食材或服務都很棒很值得等待若是用餐時間再長一點會更好2小時有點緊迫飲料類，副餐可以再多一些變化
3573,5.0,雞湯好喝，肉好吃，缺點是很難訂，現場也很難等
3574,5.0,105/09/06至該店用餐，二號女服務員，服務💯，讓人有賓至如歸的感受， ⋯⋯更多105/09/06至該店用餐，二號女服務員，服務💯，讓人有賓至如歸的感受，再付一成服務費給她都沒問題，Thank you for a nice dinner.
3575,5.0,(由 Google 提供翻譯) 超棒~(原始評論)超棒~
3576,1.0,本來滿心歡喜的要帶朋友再訪，訂位難打進去就算了，今天不知為何，好不容易打通後，被掛電話...（三次），我放棄了.........埃
3577,5.0,(由 Google 提供翻譯) CP值高得令人難以置信！一定要去〜(原始評論) …更多(由 Google 提供翻譯) CP值高得令人難以置信！一定要去〜(原始評論)CP value is incredible high! Must go~
3578,5.0,(由 Google 提供翻譯) 超好吃(原始評論)超好吃
3579,5.0,(由 Google 提供翻譯) 超好吃(原始評論)超好吃
3580,5.0,CP值最高的燒肉店!
3581,5.0,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
3582,5.0,"非常推薦的燒烤店，很適合帶情人，朋友或家人一起用餐，如果是點套餐有白飯跟粥這兩個選項，一定要選粥!!每桌都有一壺湯，很好喝!為了讓媽媽也煮出這樣的湯還特地帶家人來吃XD，當然，家人對肉品都十分滿意,用完餐心滿意足，家人也都覺得很值得。牛舌極推薦!!"
3583,4.0,服務很好 食材還ok 價格不會太貴
3584,4.0,屋馬燒肉 好吃
3585,1.0,哀電話根本打進去怎麼定位
3586,5.0,(由 Google 提供翻譯) 好吃(原始評論)好吃
3587,5.0,(由 Google 提供翻譯) 好(原始評論)good
3588,5.0,服務態度很好 肉質也不錯 但要需先訂位
3589,5.0,(由 Google 提供翻譯) 好吃 cp值高(原始評論)好吃  cp值高
3590,1.0,先不論口味如何，訂位時間到，只說位置整理中，整理了半個小時還在整理，話術不是拿來騙人的好嗎？
3591,1.0,連電話都沒人接了
3592,4.0,餐點還算不錯
3593,4.0,人超級多但是燒肉的品質真的沒話說很棒
3594,5.0,1.服務人員親切且顏值奇高無比，讓人懷疑是不是服務人員的長相其實是面試的最重要部分，簡單說就是男的高又帥，女的正又美2.肉品新鮮且美味3.氣氛不錯且不會太吵
3595,5.0,肉!!!!!!很多汁和牛及牛舌是極品換網速度很快雞湯好喝都要哭了
3596,4.0,雙人套餐就能吃飽飽! 來台中必吃
3597,5.0,肉質真的很好，份量也不小器，附贈的高湯也好喝，氣氛跟服務都是棒棒der!如果有外地的朋友，帶他們來這裡吃，一定不會漏氣。
3598,5.0,肉品質不錯，好吃，一般兩人吃可能吃太飽（年輕人除外），訂位要趁早（2個月前），不然要靠運氣。
3599,5.0,非常好吃，物超所值。建議小朋友把平常隨便花錢買路邊攤燒肉的錢10次，存起來吃一次。 ⋯⋯更多非常好吃，物超所值。建議小朋友把平常隨便花錢買路邊攤燒肉的錢10次，存起來吃一次。電話打不通 可參考日本大阪燒肉M（Matsusakagyu Yakiniku M)，網路預約。
3600,5.0,食物美味服務周到等待還會送上茶水點心
3601,4.0,不錯吃但份量不多for男生服務不錯，一直換鐵網
3602,4.0,"東西好吃,單價略高.."
3603,3.0,還可以吃，生日有小禮物
3604,1.0,打了好多天電話都沒人接
3605,4.0,好吃，服務很優
3606,5.0,燒肉品質極佳、餐點超美味，服務態度也好，是讓人一再回味的店！
3607,5.0,超好吃，服務態度超好！
3608,5.0,美味的牛肉，桌邊服務一直很熱情
3609,5.0,(由 Google 提供翻譯) 體面的食物，價格合理(原始評論) …更多(由 Google 提供翻譯) 體面的食物，價格合理(原始評論)decent food with reasonable price
3610,4.0,"很好吃的日式燒肉, 很適合情侶來用餐, 人潮眾多建議先預約在來用餐!"
3611,1.0,(由 Google 提供翻譯) 很普通，CP值不高(原始評論)很普通，CP值不高
3612,5.0,好吃服務好廁所乾淨高級，音樂很美式健身房（絕對跟world gym同一張專輯
3613,4.0,好吃～但是人很多一定要先訂位
3614,5.0,非用餐時間去比較好排
3615,5.0,燒肉好吃，服務態度好，環境舒服，就是訂位電話難打了點。
3616,5.0,台中CP值最高的燒肉~
3617,4.0,各種肉品好吃，但服務比其他分店略遜一籌
3618,5.0,烤網換的頗勤，肉好吃，吃完也不會滿身煙味
3619,5.0,態度和善、桌邊服務很棒、最重要是肉品質優、餐點好吃，一定要來嚐嚐。
3620,5.0,"四人吃三人頂級套餐好撐, 海鮮粥料多實在"
3621,5.0,台中不敗燒肉店Cp超高 位置超難訂松阪豬記得點厚切 海鮮粥好吃可換
3622,5.0,生日到屋馬慶祝，我和我先生吃超撐的！我女兒也吃的很開心！服務人員也都超熱情的，真的很喜歡屋馬的用餐環境！再次謝謝你們大家！
3623,5.0,好吃好難定位
3624,4.0,"台中最有名的燒肉店, 很難訂位,很難訂位, 很難訂位啊"
3625,1.0,因為電話很難打，都在忙線不然都不接電話~
3626,5.0,(由 Google 提供翻譯) 太棒了(原始評論)太棒了
3627,5.0,1. 現場等侯用餐人數多，預約後前往較佳。2. 人員服務好，巡桌頻繁用心。3. 雙人套餐份量足夠，食材新鮮好吃。
3628,5.0,(由 Google 提供翻譯) 凱撒沙拉很推、套餐製。(原始評論)凱撒沙拉很推、套餐制。
