宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,裤长,服装版型,成分含量,服装款式细节
妈妈裤子夏季薄款牛仔裤高腰宽松休闲老年人裤子中老年女裤九分裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1a0gSJVXXXXcjXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=532502547320&ns=1&abbucket=0,119.00,1775人付款,北京,N163018 ,诺妮威娅 ,适中 ,棉 ,2016年夏季 ,休闲 ,纯色 ,50-59周岁 ,长裤 ,宽松 ,91%(含)-95%(含) ,口袋 
200斤胖妈妈装夏装加肥加大码女装中老年女装短袖棉麻套装两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1drKEKFXXXXb3aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=534567277609&ns=1&abbucket=0,158.00,928人付款,浙江 嘉兴,T30-2 ,歌辰 ,薄 ,棉麻 ,2016年夏季 ,休闲 ,纯色 ,60周岁以上 ,九分裤 ,宽松 ,51%(含)-70%(含) ,口袋 
中老年人女装夏装套装60-70-80岁老人衣服奶奶装夏季短袖上衣裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/719928190/TB2rKX0lYXlpuFjSszfXXcSGXXa_!!719928190.jpg,https://item.taobao.com/item.htm?id=548750488203&ns=1&abbucket=0#detail,29.00,768人付款,上海,322,,薄,"聚酯,其他",2017年夏季,时尚,花色,60周岁以上,长裤,宽松,,纽扣
天天特价中老年女裤夏季薄款花裤子女宽松长裤高腰中年妈妈灯笼裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2608680800/TB2C8K2i4XlpuFjSsphXXbJOXXa_!!2608680800.jpg,https://item.taobao.com/item.htm?id=545947944030&ns=1&abbucket=0#detail,11.90,407人付款,北京,1001,,薄,聚酯,2017年夏季,休闲,,40-49周岁,长裤,宽松,,
中老年女装夏装短袖套装中年女T恤大码阔腿裤胖妈妈装夏季两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1b_nbQVXXXXb4apXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549856537240&ns=1&abbucket=0#detail,55.00,598人付款,上海,HM,,,"棉纶,棉",2017年夏季,休闲,其他,40-49周岁,,宽松,96%及以上,口袋
中老年运动服套装夏妈妈春装上衣女40-50岁2017新款6夏装短袖中年,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1.0qDPVXXXXa_XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545340267975&ns=1&abbucket=0,138.00,1960人付款,湖北 武汉,F1115078 ,芙伊薇 ,适中 ,棉 ,2017年春季 ,休闲 ,花色 ,40-49周岁 ,长裤 ,,51%(含)-70%(含) ,口袋 
夏款中老年运动休闲套装女中年妈妈装大码短袖七分裤南韩丝运动服,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1C8g4HpXXXXaeaXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=520966661806&ns=1&abbucket=0#detail,98.00,1099人付款,湖北 武汉,23722,城德美,薄,涤纶,2015年夏季,运动,复古图案,40-49周岁,七分裤,修身,,
妈妈装套装真丝上衣裤子两件套 中老年女装夏装香云纱上衣短袖T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2882096918/TB2P_zik4lmpuFjSZPfXXc9iXXa_!!2882096918.jpg,https://item.taobao.com/item.htm?id=546572763493&ns=1&abbucket=0#detail,128.00,761人付款,浙江 嘉兴,jkk,,适中,"蚕丝,其他",2017年夏季,时尚,花色,50-59周岁,九分裤,宽松,91%(含)-95%(含),纱网
中老年女裤春夏装妈妈装裤子薄款休闲长裤中年女装大码高腰打底裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2326753015/TB2CLq6dHFlpuFjy0FgXXbRBVXa_!!2326753015.jpg,https://item.taobao.com/item.htm?id=536018072859&ns=1&abbucket=0#detail,17.80,721人付款,上海,PSG-M006,,适中,"聚酯,棉纶,其他",2016年秋季,时尚,纯色,40-49周岁,长裤,修身,81%(含)-90%(含),镶钻
中老年人女夏装套装60-70-80岁老奶奶装短袖上衣+裤子妈妈两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1shfMQFXXXXbrXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549050135579&ns=1&abbucket=0#detail,48.00,558人付款,江苏 苏州,,,,聚酯,2017年夏季,时尚,花鸟图案,60周岁以上,九分裤,宽松,,口袋
妈妈夏装套装2017新款潮T恤上衣两件套大码40-50岁中年妇女阔腿裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1._LOQFXXXXahaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549094879369&ns=1&abbucket=0,248.00,749人付款,浙江 嘉兴,JH17B17053 ,简狐 ,薄 ,涤纶 ,2017年夏季 ,时尚 ,纯色 ,40-49周岁 ,九分裤 ,宽松 ,91%(含)-95%(含) ,口袋 
中老年人女装夏装套装50-60-70岁妈妈装两件套奶奶装t恤2017新款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1ADGeQVXXXXaAXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547858375125&ns=1&abbucket=0,108.00,1095人付款,浙江 嘉兴,XYJR17S8625 ,幸运佳人 ,薄 ,其他 ,2017年夏季 ,时尚 ,纯色 ,50-59周岁 ,九分裤 ,宽松 ,96%及以上 ,镂空 
中老年女裤子夏款宽松休闲裤妈妈装直筒薄款蕾丝纯色松紧腰七分裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1cW58QpXXXXX5XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547822710033&ns=1&abbucket=0,49.94,932人付款,江苏 苏州,K35 ,奥可蔓 ,薄 ,LYCRA莱卡 ,2017年夏季 ,休闲 ,纯色 ,50-59周岁 ,七分/九分裤 ,直筒 ,30%及以下 ,镂空 
民族风中年妈妈装唐装套装中老年人女装夏装短袖两件套奶奶阔腿裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1wRsaQFXXXXckXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546784602617&ns=1&abbucket=0,148.00,1130人付款,浙江 嘉兴,CS-JF-7150 ,浅恋 ,薄 ,聚酯 ,2017年夏季 ,民族风 ,碎花 ,40-49周岁 ,七分裤 ,宽松 ,96%及以上 ,纽扣 
妈妈装夏装中老年女装50-60-70岁老人衣服短袖奶奶装老年人套装80,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1O3CtQpXXXXb8XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546629388584&ns=1&abbucket=0,38.00,1394人付款,江苏 苏州,LHC-02836 ,兰花瓷 ,薄 ,其他 ,2017年春季 ,时尚 ,其他 ,40-49周岁 ,九分裤 ,宽松 ,96%及以上 ,
老年人夏装女套装两件套60-70岁奶奶装短袖真丝T恤80老人夏季女装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/14545584/TB2bpIToItnpuFjSZFKXXalFFXa_!!14545584.jpg,https://item.taobao.com/item.htm?id=546949802335&ns=1&abbucket=0#detail,158.00,836人付款,山东 青岛,,,薄,蚕丝,2017年夏季,民族风,花鸟图案,60周岁以上,九分裤,宽松,,
中老年女装夏装短袖妈妈装两件套装中年女装夏装套装棉麻套装两件,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB11pntQpXXXXXnXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547373463322&ns=1&abbucket=0,98.00,1169人付款,江苏 苏州,YUN3925 ,蕴涵 ,适中 ,亚麻 ,2017年夏季 ,朴实 ,花鸟图案 ,50-59周岁 ,七分裤 ,宽松 ,30%及以下 ,
中老年女装夏装短袖+裤子妈妈装40-50岁休闲九分裤两件套舒适套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/822168399/TB2Nybag80kpuFjSsziXXa.oVXa_!!822168399.jpg,https://item.taobao.com/item.htm?id=546399681890&ns=1&abbucket=0#detail,29.90,508人付款,江苏 苏州,051#,,适中,"蕾丝,聚酯",2017年夏季,时尚,,40-49周岁,九分裤,宽松,,
中老年女装春夏装裤大码 中年妇女40-50岁妈妈装夏装套装七分裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1OYw2QFXXXXaWXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544902668024&ns=1&abbucket=0,46.90,2341人付款,江苏 苏州,QDA-NMC-1810K ,千百奈 ,适中 ,其他 ,2017年春季 ,时尚 ,花色 ,40-49周岁 ,长裤 ,,96%及以上 ,
母亲节老奶奶套装60-70岁80中老年人女妈妈装夏套装唐装上衣+裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1294QRXXXXXb1XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=537360363384&ns=1&abbucket=0,99.00,811人付款,浙江 嘉兴,8815B912 ,美恺绒 ,薄 ,聚酯 ,2017年夏季 ,福态 ,复古图案 ,60周岁以上 ,九分裤 ,宽松 ,96%及以上 ,绣花 
妈妈装夏装40-50岁中老年女装夏季套装中年女装大码T恤短袖两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1Pe92QFXXXXbrXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529733626187&ns=1&abbucket=0,86.00,1850人付款,江苏 苏州,A-1721-508 ,千百奈 ,薄 ,聚酯 ,2016年夏季 ,知性 ,花色 ,40-49周岁 ,七分裤 ,直筒 ,81%(含)-90%(含) ,镶钻 
中老年女装棉麻短袖夏装套装妈妈装上衣裤子中年人大码两件套夏装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2454480473/TB27I3wmCBjpuFjSsplXXa5MVXa_!!2454480473.jpg,https://item.taobao.com/item.htm?id=549219806266&ns=1&abbucket=0#detail,68.00,573人付款,浙江 嘉兴,,,适中,,2017年夏季,时尚,大花,,,宽松,,
妈妈装短袖T恤套装夏装40-50岁中老年女装两件套七分裤雪纺衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2001442423/TB2F5H9d80kpuFjy1XaXXaFkVXa_!!2001442423.jpg,https://item.taobao.com/item.htm?id=530581255876&ns=1&abbucket=0#detail,19.00,1705人付款,北京,,,薄,"聚酯,其他",2017年夏季,休闲,碎花,40-49周岁,七分裤,宽松,81%(含)-90%(含),口袋
