宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
母亲节衣服妈妈装夏装雪纺套装中老年女装40-50岁短袖修身大码T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/260918666/TB2_BDFqypnpuFjSZFIXXXh2VXa_!!260918666.jpg,https://item.taobao.com/item.htm?id=549835252762&ns=1&abbucket=0#detail,59,637人付款,上海,8801,,适中,"雪纺,聚酯",2017年夏季,休闲,碎花,40-49周岁,修身,两件套,套头,常规,圆领,常规,,96%及以上,纽扣
妈妈装夏装连衣裙40-50岁中老年女装雪纺裙子两件套短袖t恤套装潮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1b7U1QVXXXXa0XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548664262795&ns=1&abbucket=0,108,1184人付款,江苏苏州,H2071,HANMADAMS/汉貂夫人,适中,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,假两件,套头,中长款,圆领,,,91%(含)-95%(含),腰带
中年运动服套装女夏装圆领短袖T恤九分裤休闲装中老年妈妈两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/306687757/TB25pAYi8NkpuFjy0FaXXbRCVXa_!!306687757.jpg,https://item.taobao.com/item.htm?id=547392658127&ns=1&abbucket=0#detail,128,889人付款,湖北武汉,XDL95503,other/其他,薄,棉,2017年夏季,运动,格子,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,,
妈妈夏装棉麻短袖T恤+裤子休闲套装40-50中年女装大码松紧腰7分裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1ra0yQFXXXXXWXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548437809488&ns=1&abbucket=0,148,2056人付款,浙江嘉兴,JH17BN-9886,简狐,,棉麻,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,51%(含)-70%(含),口袋
中老年女装夏装t恤短袖雪纺衫妈妈装打底衫上衣中裤子大两件套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB17xsjRXXXXXX.XXXXXXXXXXXX_!!2-item_pic.png,https://detail.tmall.com/item.htm?id=547805216154&ns=1&abbucket=0,69.12,1122人付款,上海,9817B385,花妙,薄,其他,2017年夏季,知性,大花,50-59周岁,宽松,两件套,套头,常规,圆领,其他,,96%及以上,
母亲节妈妈夏装T恤40-50岁中年女装两件套装2017新款中老年人衣服,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1767269392/TB2eZG5lKtTMeFjSZFOXXaTiVXa_!!1767269392.jpg,https://item.taobao.com/item.htm?id=549182530900&ns=1&abbucket=0#detail,108,730人付款,浙江嘉兴,8113,,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,51%(含)-70%(含),
2017中老年女装新款夏装中年妈妈装短袖T恤40-50岁仿真丝打底衫潮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1SPp4QFXXXXXXXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=548499493230&ns=1&abbucket=0#detail,29.9,1537人付款,江苏苏州,T6140,,薄,其他,2017年夏季,时尚,大花,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,,
中老年女装中袖T恤妈妈装40-50雪纺衫上衣裤子中年夏装短袖打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/844277476/TB2w8T4chRDOuFjSZFzXXcIipXa_!!844277476.jpg,https://item.taobao.com/item.htm?id=546411966140&ns=1&abbucket=0#detail,19.9,2346人付款,江苏苏州,,,适中,,"2017年春季,2017年夏季",时尚,花鸟图案,40-49周岁,修身,单件,套头,常规,圆领,常规,,,
中老年女装妈妈装夏装套装两件套T恤上衣裤子奶奶装装套装两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2543159439/TB2cw5MpVXXXXX9XXXXXXXXXXXX_!!2543159439.jpg,https://item.taobao.com/item.htm?id=546526642714&ns=1&abbucket=0#detail,38.8,666人付款,江苏苏州,,,薄,聚酯,2017年春季,新潮,碎花,40-49周岁,宽松,两件套,套头,短款,圆领,常规,单排两粒扣,,绣花
母亲节衣服妈妈装春装衬衫中年长袖雪纺衫中老年女装T恤夏装衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1v6cjIFXXXXblapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=520818097416&ns=1&abbucket=0,39,1901人付款,江苏苏州,JH150204,简禾,适中,聚酯,2015年秋季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,POLO领,衬衫袖,单排扣,96%及以上,纽扣
妈妈装夏装T恤中老年女装夏季雪纺衬衫中年人大码短袖套装上衣春,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1oARMQVXXXXX2XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549443953341&ns=1&abbucket=0,89,1528人付款,江苏苏州,KSL17X043,卡时力,,其他,2017年夏季,休闲,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,单排扣,96%及以上,
迪葵纳中老年女装夏装新款中年上衣妈妈装雪纺五分袖T恤FQ5688莜,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1oMxuQFXXXXX8XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=527613639435&ns=1&abbucket=0,129,1343人付款,山东济南,FQ5688,Dequanna/迪葵纳,适中,聚酯,2017年夏季,时尚,抽象图案,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
2017中年女夏装短袖t恤衫妈妈装雪纺衫中老年人上衣40-50岁潮夏天,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB13kS6QpXXXXXYapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548008035504&ns=1&abbucket=0,148,1513人付款,浙江嘉兴,BD17BY21726,bodycolor/芭蒂卡,超薄,其他,2017年夏季,知性,花色,40-49周岁,宽松,单件,套头,常规,其他,常规,,96%及以上,镶钻
中老年女装40-50岁短袖韩版大码T恤七分裤妈妈装新款夏装雪纺套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2313387041/TB2ifCtl4xmpuFjSZFNXXXrRXXa_!!2313387041.jpg,https://item.taobao.com/item.htm?id=547826422696&ns=1&abbucket=0#detail,29.99,1214人付款,江苏苏州,,,适中,雪纺,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,镶钻
妈妈装夏装套装短袖T恤雪纺衫中年人大码40-50岁中老年女装七分裤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2876126367/TB2XQgzsdFopuFjSZFHXXbSlXXa_!!2876126367.jpg,https://item.taobao.com/item.htm?id=549551847654&ns=1&abbucket=0#detail,58,830人付款,江苏苏州,11111,,薄,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,荷叶袖,,96%及以上,
妈妈夏装套装短袖T恤40-50岁中年胖妇女时尚大码中老年人奶奶上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1eVk.QpXXXXacaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548446102121&ns=1&abbucket=0,118,1533人付款,浙江嘉兴,ZLM-JX001,紫灵猫,,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,其他,,96%及以上,镂空
中老年女装夏装短袖母亲节衣服夏季妈妈装雪纺衫上衣中年中袖T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1709081782/TB2wcpUdctnpuFjSZFKXXalFFXa_!!1709081782.jpg,https://item.taobao.com/item.htm?id=536569341503&ns=1&abbucket=0#detail,39,985人付款,江苏苏州,JQQ-BZXF,沁欣,超薄,"雪纺,聚酯","2016年夏季,2016年春季,2016年秋季,2017年春季,2017年夏季",时尚,纯色,40-49周岁,修身,单件,套头,常规,其他,喇叭袖,,96%及以上,绑带
妈妈装夏装短袖中年人大码40-50岁中老年女装夏季宽松大码T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1CJWnQVXXXXaZXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547157170269&ns=1&abbucket=0,59,2136人付款,江苏苏州,XM17220,夕牧,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
中老年女装夏装套装40-50岁妈妈装短袖T恤衫老年人上衣大码两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/260918666/TB2AZ4wf4XlpuFjSsphXXbJOXXa_!!260918666.jpg,https://item.taobao.com/item.htm?id=545889169193&ns=1&abbucket=0#detail,29,1372人付款,上海,6,,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,,纽扣
妈妈夏装上衣40岁中年女装大码母亲节衣服夏季短袖t恤中老年套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i7/TB11qPOQFXXXXX1XFXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=549075971861&ns=1&abbucket=0#detail,59,1240人付款,江苏苏州,,,适中,蚕丝,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,,
母亲节妈妈套装30-40岁中年女装时尚夏装两件套2017新款T恤潮50,https://g-search3.alicdn.com/img/bao/uploaded/i4/i5/TB1g8L7QVXXXXXaapXXYXGcGpXX_M2.SS2,https://detail.tmall.com/item.htm?id=547379671046&ns=1&abbucket=0,118,1334人付款,浙江嘉兴,CSC61-736,MITCHSHEEPS/米其羊,适中,聚酯,2017年夏季,通勤,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,蝙蝠袖,,96%及以上,口袋
中年妈妈装夏装两件套装中老年女装短袖雪纺衫t恤新款上衣40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1xUP1QpXXXXbDaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548179630095&ns=1&abbucket=0,68,1499人付款,江苏苏州,T/47,玛依恋,薄,其他,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,两件套,套头,常规,,,,96%及以上,
中老年女装夏装短袖套装中年妈妈装宽松大码T恤休闲运动服两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/239436675/TB2rKsdiMxlpuFjSszbXXcSVpXa_!!239436675.jpg,https://item.taobao.com/item.htm?id=547225997984&ns=1&abbucket=0#detail,58,819人付款,江苏苏州,,,,"其他,聚酯,棉",2017年夏季,运动,,40-49周岁,宽松,两件套,套头,常规,POLO领,常规,,,
中老年女装夏装套装印花短袖t恤中年60婆婆衣服40-50岁妈妈装上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1LR9bQpXXXXbHXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547637824069&ns=1&abbucket=0,168,1374人付款,浙江嘉兴,BDYBD-F60,DUOYEREE/朵莹,适中,涤纶,2017年夏季,知性,花色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,91%(含)-95%(含),绣花
中老年女装夏装短袖印花上衣40-50岁妈妈装宽松网纱雪纺衫大码T恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/762333531/TB2HF_BiCFmpuFjSZFrXXayOXXa_!!762333531.jpg,https://item.taobao.com/item.htm?id=545676334778&ns=1&abbucket=0#detail,19.9,1955人付款,浙江嘉兴,8776-蕾丝T,,薄,,2017年夏季,休闲,碎花,40-49周岁,宽松,单件,套头,中长款,V领,常规,,96%及以上,镶钻
春装胖妈妈短袖40岁50中年人女母亲节夏季中袖上衣服装夏装半袖30,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1CSi_QpXXXXXgXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=527146367378&ns=1&abbucket=0,118,1406人付款,浙江嘉兴,ZP88703,TITDIT/甄品,薄,其他,2016年春季,时尚,纯色,40-49周岁,宽松,单件,套头,短款,V领,常规,,96%及以上,镶钻
天天特价中老年人女妈妈装夏装短袖T恤衫上衣+裤子奶奶装棉麻套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1BiNfQXXXXXaNaXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=546642692929&ns=1&abbucket=0#detail,59,828人付款,江苏苏州,A17129,福瑞姿,薄,"棉麻,聚酯","2017年春季,2017年夏季",民族风,大花,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,81%(含)-90%(含),纽扣
母亲节衣服妈妈装夏装套装40-50岁中老年人女装60中年妇女短袖t恤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1BQqbQFXXXXaPXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548621835049&ns=1&abbucket=0,89,1153人付款,浙江嘉兴,ADMN6833,DUOYEREE/朵莹,薄,其他,2017年夏季,知性,花色,40-49周岁,宽松,两件套,套头,常规,V领,常规,,91%(含)-95%(含),
妈妈装春装t恤中长款2017新款40-50岁中年女装雪纺衫衬衫上衣30夏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1Hse7PVXXXXX4XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546165636814&ns=1&abbucket=0,129,2206人付款,浙江嘉兴,MN-7015,丹丽特,适中,其他,2017年春季,时尚,纯色,40-49周岁,宽松,单件,套头,中长款,POLO领,常规,,96%及以上,镂空
母亲节衣服夏季妈妈装时髦套装宽松40-50岁中年人妇女加肥加大码,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1rRn_QFXXXXa9XFXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549224015270&ns=1&abbucket=0#detail,65,700人付款,北京,,,,蕾丝,"2015年夏季,2015年春季",时尚,大花,40-49周岁,宽松,两件套,套头,中长款,圆领,泡泡袖,,81%(含)-90%(含),绣花
中老年女装夏装针织衫短袖T恤中年女士大码妈妈装条纹桑蚕丝上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1kcT.PVXXXXXOXVXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=546458527100&ns=1&abbucket=0#detail,76,991人付款,浙江嘉兴,76,,薄,"其他,蚕丝,聚酯",2017年夏季,时尚,条纹,40-49周岁,宽松,单件,套头,常规,圆领,常规,,81%(含)-90%(含),镶钻
妈妈装夏季雪纺衫短袖T恤40-50岁中年人妇女装夏装套装母亲节衣服,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1dkVzQVXXXXbZXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549366379322&ns=1&abbucket=0,79,861人付款,江苏苏州,88086TG,云新,薄,其他,2017年夏季,休闲,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
妈妈装中老年女装夏装T恤短袖雪纺衫大码夏季中年妇女上衣纯色,https://g-search3.alicdn.com/img/bao/uploaded/i4/i8/TB1Q3vfQFXXXXchXXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=546886434730&ns=1&abbucket=0#detail,35,1819人付款,江苏苏州,226,,薄,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,,镶钻
妈妈衬衫女长袖2017春装新款中年女装上衣打底衫中长款中老年衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1585354978/TB2eUN7jbBmpuFjSZFuXXaG_XXa_!!1585354978.jpg,https://item.taobao.com/item.htm?id=546712897868&ns=1&abbucket=0#detail,68,2626人付款,江苏苏州,B070130,,适中,棉,2017年春季,时尚,碎花,40-49周岁,修身,单件,套头,中长款,V领,常规,单排扣,81%(含)-90%(含),纽扣
中老年女装夏装套装中年妈妈装中袖大码雪纺衫短袖t恤上衣七分裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1tkrCQFXXXXbDXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547848916357&ns=1&abbucket=0,59,2088人付款,江苏苏州,ats191,爱缇苏,薄,其他,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,口袋
中老年人女装夏装套装50-60岁妇女衣服大码妈妈夏装两件套短袖T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1IZy.QFXXXXaPapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548912124840&ns=1&abbucket=0,138,795人付款,浙江嘉兴,SLM17Q9939,苏丽美,薄,其他,2017年夏季,休闲,花鸟图案,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,褶皱
妈妈装夏装套装中年女大码夏季40-50岁上衣中老年女装短袖雪纺衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1n2zLQFXXXXaLXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44342756121&ns=1&abbucket=0,69,1627人付款,江苏苏州,HW15A0573,航旺,薄,聚酯,2017年夏季,时尚,条纹,40-49周岁,宽松,假两件,套头,常规,圆领,常规,,96%及以上,钉珠
夏季中老年人女装短袖雪纺衫圆领T恤宽松大码妈妈装纯色夏装上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB11FeKQpXXXXX9aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548078776103&ns=1&abbucket=0,29.9,1092人付款,江苏苏州,LHN1055,骆华浓,薄,聚酯,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,荷叶领,泡泡袖,,96%及以上,绑带
中年女春装2017新款潮40-50岁妈妈装夏装雪纺衫中老年女装半袖t恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1PQ6.QVXXXXXZaFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549319256400&ns=1&abbucket=0,128,1122人付款,浙江嘉兴,BDOSL1720,DUOYEREE/朵莹,薄,聚酯,2017年夏季,知性,花色,40-49周岁,宽松,单件,套头,常规,V领,喇叭袖,,96%及以上,
中年妈妈装夏装新款短袖T恤套装40-50岁中老年女装2017大码上衣潮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1.9EiQVXXXXblXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549113780417&ns=1&abbucket=0,128,1070人付款,浙江杭州,XFFZS57,九额娘,适中,聚酯,2017年夏季,知性,条纹,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
中老年女装夏装加肥加大码胖妈妈装中年女士短袖t恤加大码牛奶丝,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2204444864/TB2TEXKiSVmpuFjSZFFXXcZApXa_!!2204444864.jpg,https://item.taobao.com/item.htm?id=528638198513&ns=1&abbucket=0#detail,15.9,335人付款,北京,,,薄,其他,2016年夏季,通勤,花色,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,96%及以上,褶皱
2017新款40-50岁妈妈夏装上衣中年女装短袖T恤雪纺衬衫中老年春装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1NP5uRXXXXXb2aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531134117252&ns=1&abbucket=0,58,1455人付款,江苏苏州,T9130,依安雅,适中,聚酯,2017年夏季,时尚,花色,40-49周岁,修身,假两件,套头,中长款,其他,常规,,71%(含)-80%(含),镶钻
中年女装夏季母亲节衣服30-40岁中老年夏装t恤妈妈装半袖上衣套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1TZZnQFXXXXbFXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549140766498&ns=1&abbucket=0,79,792人付款,江苏苏州,040HHY0193904,花惠羽,薄,其他,2017年夏季,时尚,纯色,40-49周岁,修身,两件套,套头,常规,圆领,常规,,96%及以上,褶皱
中老年女装短袖T恤妈妈装夏装套装加肥加大码妇女绣花上衣+裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2931245787/TB2HEc.orlmpuFjSZFlXXbdQXXa_!!2931245787.jpg,https://item.taobao.com/item.htm?id=547237680805&ns=1&abbucket=0#detail,59,629人付款,江苏苏州,,,,,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,开衫,常规,,常规,,,纽扣
中老年女装夏装短袖T恤母亲节妈妈装雪纺衫中年妇女套装上衣+裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1Ac1tRXXXXXXMaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549725635561&ns=1&abbucket=0,29,654人付款,江苏苏州,GCX-02,芙蓉少女,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,短款,圆领,常规,,96%及以上,褶皱
妈妈装夏装套装40-50岁夏季中年女装运动中老年短袖T恤女2017新款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1a1fKQpXXXXbzXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530118127717&ns=1&abbucket=0,158,1880人付款,广东广州,H16XD21621,百画缘,薄,聚酯,2016年夏季,休闲,纯色,40-49周岁,直筒,两件套,套头,常规,圆领,常规,,81%(含)-90%(含),口袋
妈妈夏装上衣女40-50岁2017夏新款妇女套装中老年女短袖雪纺衫T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1gazMRXXXXXcHXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549026057158&ns=1&abbucket=0,118,1410人付款,江苏苏州,C-X-ZYY400,雪夕,薄,聚酯,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
中老年女装夏装中袖T恤40-50中年妇女妈妈装套装雪纺衫上衣两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1681196876/TB2vfwVoxxmpuFjSZFNXXXrRXXa_!!1681196876.jpg,https://item.taobao.com/item.htm?id=548993529440&ns=1&abbucket=0#detail,39.8,1486人付款,江苏苏州,126341,,薄,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,,,,镂空
朗堡姿2017中年妈妈装夏装短袖印花大码T恤中老年女装上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1Ks6yRXXXXXbBXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549127881292&ns=1&abbucket=0,59,743人付款,浙江嘉兴,P001,朗堡姿,适中,其他,2017年春季,时尚,碎花,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
