宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,裙长,领型,袖型,衣门襟,裙型,成分含量,服装款式细节
2017新款中老年女夏装连衣裙中年30-40岁50妈妈夏时尚裙子中长款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1dTFpQVXXXXchXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544909460773&ns=1&abbucket=0,88.00,505人付款,江苏 苏州,8996 ,贝茉莉 ,适中 ,聚酯 ,2017年春季 ,高贵 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,百褶裙 ,91%(含)-95%(含) ,纱网 
中老年女装春秋季中长款打底衫中年妇女连衣裙妈妈装春装长袖上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1666568165/TB2JBszd9FjpuFjSspbXXXagVXa_!!1666568165.jpg,https://item.taobao.com/item.htm?id=545099294299&ns=1&abbucket=0#detail,19.90,871人付款,江苏 苏州,,,适中,聚酯,2017年春季,时尚,格子,40-49周岁,修身,单件,套头,中长款,,圆领,常规,,,96%及以上,口袋
2017新款妈妈装夏装短袖连衣裙蕾丝中长款4050岁中年女装夏季裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1911639982/TB25hm.oohnpuFjSZFEXXX0PFXa_!!1911639982.jpg,https://item.taobao.com/item.htm?id=548856919009&ns=1&abbucket=0#detail,138.00,461人付款,上海,ZW998,,薄,"蕾丝,其他",2017年夏季,时尚,其他,40-49周岁,修身,单件,套头,中长款,中长款,圆领,常规,,,81%(含)-90%(含),纱网
母亲节中年夏装连衣裙40-50岁2017新款女装妇女衣服妈妈雪纺裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i5/TB1b5QxQFXXXXceXXXXYXGcGpXX_M2.SS2,https://detail.tmall.com/item.htm?id=549176503298&ns=1&abbucket=0,138.00,401人付款,山东 济南,17VQZ17829 ,薇薇岚 ,,聚酯 ,2017年夏季 ,时尚 ,大花 ,50-59周岁 ,宽松 ,假两件 ,套头 ,,中裙 ,圆领 ,,,,81%(含)-90%(含) ,纽扣 
妈妈夏装连衣裙假两件套中老年短袖大码裙子40-50岁中年女装长裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1v.i1QFXXXXcpXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546983616139&ns=1&abbucket=0,158.00,390人付款,湖北 武汉,YM1147 ,Y M XIANG XIE/伊萌香榭 ,适中 ,聚酯 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,假两件 ,套头 ,,长裙 ,圆领 ,常规 ,,,51%(含)-70%(含) ,纽扣 
妈妈装夏装连衣裙中长款2017新款中老年女装40-50岁短袖裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1g46HQVXXXXakXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549185715678&ns=1&abbucket=0,138.00,250人付款,江苏 苏州,LYZ7067 ,俞兆林 ,,聚酯 ,2017年夏季 ,时尚 ,大花 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,V领 ,常规 ,,,96%及以上 ,褶皱 
中老年女装连衣裙夏季新款时尚妈妈装蕾丝短袖大码连衣裙子40-50,https://g-search3.alicdn.com/img/bao/uploaded/i4/i5/TB19Fw9MpXXXXXGXpXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=545920606777&ns=1&abbucket=0#detail,75.00,683人付款,北京,,,薄,聚酯,2017年夏季,时尚,纯色,40-49周岁,修身,单件,套头,,中长款,圆领,常规,拉链,其他,96%及以上,
中老年夏装宽松真丝连衣裙时尚中长款短袖女装中年妈妈装桑蚕丝裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/281189909/TB2bn5Gib4npuFjSZFmXXXl4FXa_!!281189909.jpg,https://item.taobao.com/item.htm?id=545940233247&ns=1&abbucket=0#detail,118.00,217人付款,浙江 嘉兴,,,适中,"绸缎,蚕丝","2017年春季,2017年夏季",时尚,复古图案,40-49周岁,宽松,单件,套头,中长款,中长款,圆领,常规,,包臀裙,81%(含)-90%(含),纽扣
母亲节中年妈妈装短袖裙子2017春新款中老年女装夏装连衣裙40岁50,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1MQQSQXXXXXXpXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547262647239&ns=1&abbucket=0,128.00,293人付款,浙江 嘉兴,PPT10 ,韶妃 ,薄 ,其他 ,2017年春季 ,知性 ,其他 ,40-49周岁 ,宽松 ,单件 ,连体 ,中长款 ,中长款 ,圆领 ,常规 ,,不规则裙 ,96%及以上 ,
母亲节妈妈装雪纺连衣裙40-50岁夏装中年短袖t恤女纯色中老年裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1MC_FQFXXXXcXXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548986387299&ns=1&abbucket=0,118.00,331人付款,浙江 嘉兴,C-Y-FFSQ9731 ,言情之音 ,适中 ,聚酯 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,,96%及以上 ,钉珠 
妈妈夏装碎花连衣裙母亲节衣服中年大码修身雪纺A字裙中老年女装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1_UwUQVXXXXbDXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550103120756&ns=1&abbucket=0,138.00,229人付款,湖北 武汉,OMW50615 ,OUMIVAI/欧米薇 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,花鸟图案 ,40-49周岁 ,修身 ,单件 ,套头 ,,中长款 ,圆领 ,常规 ,,其他 ,81%(含)-90%(含) ,拉链 
妈妈装夏装2017新款长款连衣裙40岁中老年人女装上衣短袖妇女50春,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2440911095/TB2liz6pSJjpuFjy0FdXXXmoFXa_!!2440911095.jpg,https://item.taobao.com/item.htm?id=545324739463&ns=1&abbucket=0#detail,138.00,774人付款,江苏 苏州,XLOPP,,适中,"聚酯,其他","2016年冬季,2016年夏季,2016年春季,2016年秋季,2017年春季",时尚,花色,40-49周岁,修身,单件,套头,中长款,长裙,圆领,常规,单排扣,灯笼裙,81%(含)-90%(含),褶皱
2017新款夏装中老年女装加大码印花妈妈装真丝连衣裙短袖宽松裙子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/702458368/TB2mB19ngRkpuFjy1zeXXc.6FXa_!!702458368.jpg,https://item.taobao.com/item.htm?id=549498580654&ns=1&abbucket=0#detail,138.00,200人付款,北京,JW1358-919,,薄,蚕丝,2017年夏季,时尚,花色,40-49周岁,修身,单件,套头,,中长款,圆领,常规,,包臀裙,91%(含)-95%(含),口袋
名兰世家女装2016高端品牌奢华中年妈妈气质结婚礼服烫金连衣裙夏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB19oNkRXXXXXXKXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=533950972753&ns=1&abbucket=0,866.00,102人付款,广东 广州,MQZ22B2781 ,名兰世家 ,,聚酯 ,2016年夏季 ,通勤 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,常规 ,中裙 ,V领 ,常规 ,,铅笔裙 ,31%(含)-50%(含) ,镶钻 
2017中老年人女装夏装大码真丝中长款连衣裙妈妈装蕾丝短袖上衣女,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2583651486/TB2wlzEgbBmpuFjSZFAXXaQ0pXa_!!2583651486.jpg,https://item.taobao.com/item.htm?id=531673714395&ns=1&abbucket=0#detail,135.00,414人付款,江苏 苏州,3528,以便以谢,薄,"雪纺,亚麻,蚕丝,其他","2017年春季,2017年夏季",时尚,纯色,40-49周岁,修身,单件,套头,中长款,中长款,圆领,常规,,百褶裙,,褶皱
加绒加厚中老年女装连衣裙长袖打底衫中年妈妈装秋冬中长款T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1deWgQVXXXXcZaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=535465648670&ns=1&abbucket=0,68.00,141人付款,江苏 苏州,XNFH-12 ,夏奈凤凰 ,适中 ,其他 ,2016年夏季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,,圆领 ,常规 ,,,96%及以上 ,纱网 
妈妈夏装连衣裙40-50岁中年女装中长款短袖雪纺裙子中老年人夏季,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1582253713/TB2brgQnYXlpuFjy1zbXXb_qpXa_!!1582253713.jpg,https://item.taobao.com/item.htm?id=550034989278&ns=1&abbucket=0#detail,68.00,486人付款,河南 郑州,8881,other/其他,薄,,2017年夏季,时尚,碎花,40-49周岁,修身,单件,套头,,中长款,圆领,泡泡袖,,,,纱网
中老年夏装雪纺连衣裙胖妈妈大码中长款裙子中年女装夏季2017新款,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1vCB4QFXXXXaEaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548201203305&ns=1&abbucket=0,168.00,301人付款,湖北 武汉,WSQ17195 ,薇诗琪 ,,聚酯 ,2017年夏季 ,民族风 ,纯色 ,40-49周岁 ,宽松 ,假两件 ,套头 ,中长款 ,中长款 ,,常规 ,,,96%及以上 ,纽扣 
夏装婚礼妈妈装修身气质连衣裙中老年喜庆婚宴婆婆礼服假两件套裙,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2198990309/TB24KySmMFkpuFjSspnXXb4qFXa_!!2198990309.png,https://item.taobao.com/item.htm?id=44386346621&ns=1&abbucket=0#detail,135.00,169人付款,广东 广州,,苗佳,薄,"蕾丝,聚酯",2017年夏季,高贵,花色,,修身,假两件,套头,常规,短裙,圆领,常规,拉链,包臀裙,91%(含)-95%(含),钉珠
中老年女装春装妈妈装连衣裙2017新款40-50岁中长款长袖打底衫潮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/833894620/TB2SR_ioJ0opuFjSZFxXXaDNVXa_!!833894620.jpg,https://item.taobao.com/item.htm?id=545498840017&ns=1&abbucket=0#detail,69.00,1314人付款,北京,支持真品,,适中,,2017年春季,通勤,花鸟图案,40-49周岁,修身,单件,套头,中长款,中长款,圆领,常规,,包臀裙,,
中年妇女夏装高腰连衣裙大码女装30-40-50岁短袖雪纺母亲节妈妈装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1YJ7SQpXXXXc6XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548348859163&ns=1&abbucket=0,158.00,160人付款,北京,C7057 ,菜谱 ,薄 ,聚酯 ,2017年夏季 ,通勤 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,长裙 ,圆领 ,常规 ,拉链 ,其他 ,96%及以上 ,拉链 
母亲节夏季衣服妈妈装春装中国风连衣裙中年女装夏装中老年民族风,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB17gIMQXXXXXXnXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547287992554&ns=1&abbucket=0,145.00,496人付款,浙江 嘉兴,QZ-8606 ,宝莲朵 ,薄 ,聚酯 ,2017年夏季 ,民族风 ,花鸟图案 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,立领 ,常规 ,单排扣 ,其他 ,96%及以上 ,拉链 
福玛玛中老年女装夏季新品蕾丝花边连衣裙妈妈夏装中长款裙子短袖,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1XGCZQXXXXXcKXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547012381171&ns=1&abbucket=0,246.00,210人付款,浙江 杭州,T7214T0514 ,福玛玛 ,,聚酯 ,2017年夏季 ,知性 ,,40-49周岁 ,直筒 ,单件 ,套头 ,,中裙 ,,,,,96%及以上 ,
中老年女装夏装妈妈装连衣裙夏季雪纺40-50岁中长款中年妇女裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2452807665/TB214MWlFXXXXakXpXXXXXXXXXX_!!2452807665.jpg,https://item.taobao.com/item.htm?id=524991196743&ns=1&abbucket=0#detail,118.00,323人付款,广东 东莞,8969,,适中,"雪纺,其他",2017年夏季,通勤,纯色,40-49周岁,宽松,单件,套头,,中长款,,常规,,,91%(含)-95%(含),
中老年人女装夏装短袖连衣裙妈妈装女装老人50-70岁奶奶绵绸裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1Q8WcKXXXXXXXXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=532788932938&ns=1&abbucket=0,59.00,92人付款,江苏 苏州,TFMLMYZ459 ,沈达 ,,其他 ,2016年夏季 ,休闲 ,碎花 ,50-59周岁 ,宽松 ,单件 ,连体 ,中长款 ,,V领 ,,,,96%及以上 ,
2017春夏季妈妈装蕾丝连衣裙女中年短袖中长款中老年大码宽松新款,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1s2bqQVXXXXXyapXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=544074964886&ns=1&abbucket=0#detail,98.00,1030人付款,江苏 苏州,AIFEIZIYIN-11160,,薄,,"2017年春季,2017年夏季",通勤,纯色,40-49周岁,宽松,单件,套头,中长款,中长款,圆领,其他,,其他,96%及以上,镂空
中年女装40-50岁夏季雪纺裙子2017新款中老年妈妈装中长款连衣裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1rSbhQpXXXXbSXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547980475012&ns=1&abbucket=0,138.00,442人付款,北京,F1108 ,非梦里 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,其他 ,,百褶裙 ,91%(含)-95%(含) ,镶钻 
2017夏装新品连衣裙40-50岁结婚礼婚宴妈妈装礼服大码刺绣连衣裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1653315157/TB2JSudgYtlpuFjSspoXXbcDpXa_!!1653315157.jpg,https://item.taobao.com/item.htm?id=45722453271&ns=1&abbucket=0#detail,118.00,146人付款,广东 广州,,,适中,其他,"2017年春季,2017年夏季",高贵,花色,40-49周岁,修身,两件套,套头,常规,中裙,圆领,常规,,,,绣花
中老年女装加肥加大码雪纺连衣裙民族风印花胖妈妈装200斤夏装裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB16G71HpXXXXXRXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44677491070&ns=1&abbucket=0,108.00,96人付款,湖北 武汉,XS15Aj312 ,新盛 ,适中 ,聚酯 ,2016年夏季 ,知性 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,百褶裙 ,91%(含)-95%(含) ,纱网 
妈妈装春装T恤打底衫大码中年女连衣裙中老年春秋中长款上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1zQ2lQFXXXXagapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=526281476335&ns=1&abbucket=0,69.00,169人付款,江苏 苏州,S161SFH9602 ,法黛莎 ,加厚 ,其他 ,2016年春季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,,圆领 ,常规 ,,,96%及以上 ,镶钻 
中老年女装夏装短袖蕾丝连衣裙妈妈装大码中年夏季中长款裙40-50,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/200354083/TB2UZL1rVXXXXbsXpXXXXXXXXXX_!!200354083.jpg,https://item.taobao.com/item.htm?id=527805158788&ns=1&abbucket=0#detail,32.50,173人付款,北京,JB8806,,适中,"蕾丝,聚酯",2017年夏季,通勤,大花,40-49周岁,修身,假两件,套头,中长款,中长款,圆领,常规,,百褶裙,91%(含)-95%(含),镶钻
中老年女装妈妈装夏装连衣裙母亲节衣服夏季雪纺裙子中年40-50岁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1EMlUQFXXXXXiaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546458156272&ns=1&abbucket=0,98.00,271人付款,浙江 嘉兴,LQ17CCS5622 ,辣秋 ,适中 ,聚酯 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,灯笼袖 ,,其他 ,96%及以上 ,口袋 
中年女夏装妈妈装连衣裙40岁50中老年女装中长款大码短袖雪纺裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB10ucKQVXXXXcpapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550209492853&ns=1&abbucket=0,128.00,401人付款,北京,Z407945-705 ,追迹寻忆 ZhuIJIXUNYI ,薄 ,聚酯 ,2017年夏季 ,休闲 ,复古图案 ,,宽松 ,单件 ,套头 ,,中长款 ,圆领 ,常规 ,,不规则裙 ,96%及以上 ,
母亲节中老年女连衣裙新品中长款夏季复古胖妈妈装大码宽松50-60,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1VC80QFXXXXXXaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548659515119&ns=1&abbucket=0,138.00,127人付款,浙江 嘉兴,YCR-753 ,忆纯绒 ,薄 ,其他 ,2017年夏季 ,高贵 ,复古图案 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,,96%及以上 ,纽扣 
妈妈夏装连衣裙40-50岁2017新款中年妇女夏季大码宽松雪纺裙子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1NtxZQFXXXXbiXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548420584279&ns=1&abbucket=0,138.00,386人付款,浙江 嘉兴,BGZG61609-1 ,步古 ,适中 ,聚酯 ,2017年夏季 ,时尚 ,花鸟图案 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,,96%及以上 ,
中年妇女装2017新款春时尚妈妈夏装30-40岁-50衣服夏季连衣裙子潮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1eG5YRXXXXXa3XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549237326364&ns=1&abbucket=0,139.00,371人付款,广东 广州,BH422A3411 ,情梦姿 ,,聚酯 ,2017年夏季 ,通勤 ,花色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,其他 ,91%(含)-95%(含) ,绑带 
中老年妇女装夏装连衣裙子30-40-50岁中年人妈妈装长款短袖衣服季,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1BSUbQVXXXXbUapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548715304370&ns=1&abbucket=0,125.00,499人付款,北京,6547 ,爱丽雪 ,适中 ,蚕丝 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,其他 ,91%(含)-95%(含) ,绑带 
中老年女装夏季真丝连衣裙中长款宽松桑蚕丝妈妈装端庄大气香云纱,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2460050300/TB2HLKkmt4opuFjSZFLXXX8mXXa_!!2460050300.jpg,https://item.taobao.com/item.htm?id=547713263170&ns=1&abbucket=0#detail,165.00,373人付款,北京,AZ17DT886,,薄,蚕丝,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,,中长款,圆领,常规,,,51%(含)-70%(含),口袋
中年女夏装2017新款40-50岁妈妈装夏天短袖中长款雪纺连衣裙宽松,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1kKZoQFXXXXbyXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548488672152&ns=1&abbucket=0,89.00,439人付款,浙江 嘉兴,XYJR17S7082 ,幸运佳人 ,薄 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,一粒扣 ,荷叶边裙 ,96%及以上 ,褶皱 
母亲节中年妈妈夏装连衣裙大码中老年春夏季上衣服女雪纺裙40岁50,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1GldcQpXXXXbeXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547153310545&ns=1&abbucket=0,138.00,118人付款,湖北 武汉,LCMC211 ,恋慈 ,适中 ,聚酯 ,2017年春季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,假两件 ,套头 ,中长款 ,中长款 ,圆领 ,常规 ,,铅笔裙 ,81%(含)-90%(含) ,纽扣 
母亲节衣服中年妈妈雪纺连衣裙中老年大码女装夏天中长款裙子40岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2180451154/TB2Goqaqr4npuFjSZFmXXXl4FXa_!!2180451154.jpg,https://item.taobao.com/item.htm?id=549038238895&ns=1&abbucket=0#detail,36.00,817人付款,江苏 苏州,,,薄,"雪纺,聚酯,其他",2017年夏季,通勤,花色,40-49周岁,宽松,假两件,套头,,,圆领,常规,,荷叶边裙,,
春装结婚宴婚庆妈妈装蕾丝连衣裙夏季大码女装宴会喜庆婆婆婚礼服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB13Qb3PpXXXXa7aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545068393205&ns=1&abbucket=0,218.00,525人付款,广东 东莞,SLX17A2916 ,诗兰香 ,适中 ,聚酯 ,2017年春季 ,知性 ,纯色 ,40-49周岁 ,修身 ,单件 ,,,中长款 ,圆领 ,常规 ,,包臀裙 ,96%及以上 ,纱网 
中年假两件套夏季妈妈装女装印花夏天雪纺连衣裙短袖30-40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1756699555/TB27q8BqFXXXXXoXFXXXXXXXXXX_!!1756699555.jpg,https://item.taobao.com/item.htm?id=528697677688&ns=1&abbucket=0#detail,129.00,96人付款,北京,yxl -8806#,other/其他,薄,"雪纺,聚酯",2016年夏季,时尚,花色,40-49周岁,修身,假两件,套头,中长款,中长款,圆领,常规,,其他,91%(含)-95%(含),
中老年女装夏装连衣裙中长款打底衫女40-50岁中年妈妈装短袖裙子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1897128447/TB2XPiyld4opuFjSZFLXXX8mXXa_!!1897128447.jpg,https://item.taobao.com/item.htm?id=547465972506&ns=1&abbucket=0#detail,39.90,535人付款,江苏 苏州,,,薄,"聚酯,醋纤",2017年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,中长款,中长款,V领,常规,一粒扣,包臀裙,,绣花
天天特价中老年春夏新款真丝大码短袖中长款连衣裙修身百褶裙女装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2455368827/TB2zbcEeStkpuFjy0FhXXXQzFXa_!!2455368827.jpg,https://item.taobao.com/item.htm?id=545424929351&ns=1&abbucket=0#detail,89.00,1416人付款,广东 广州,,,薄,涤纶,2017年夏季,时尚,纯色,,修身,单件,套头,中长款,长裙,圆领,常规,,百褶裙,51%(含)-70%(含),绑带
2017夏季新款优雅印花真丝连衣裙中长款短袖桑蚕丝宽松大码中老年,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1tav0QXXXXXXOXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547242759545&ns=1&abbucket=0,349.00,284人付款,浙江 杭州,178A23 ,YL－TianRui/添睿 ,适中 ,蚕丝 ,2017年夏季 ,民族风 ,花鸟图案 ,40-49周岁 ,宽松 ,单件 ,套头 ,,中裙 ,圆领 ,常规 ,,铅笔裙 ,91%(含)-95%(含) ,纽扣 
2017春装妈妈装新款中老年女装蕾丝连衣裙中长款裙子母亲节衣服夏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB102CkPpXXXXXfapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544745092943&ns=1&abbucket=0,78.00,313人付款,江苏 苏州,QN-1923002 ,浅念 ,适中 ,其他 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,套头 ,中长款 ,中长款 ,V领 ,常规 ,,其他 ,96%及以上 ,镂空 
中老年女装蕾丝夏装妈妈装连衣裙上衣中年女大码宽松刺绣短袖T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/737110424/TB2t9gQkVXXXXXCXXXXXXXXXXXX_!!737110424.jpg,https://item.taobao.com/item.htm?id=527397700899&ns=1&abbucket=0#detail,48.00,688人付款,江苏 苏州,,other/其他,薄,"聚酯,其他","2017年春季,2017年夏季",时尚,花色,40-49周岁,修身,两件套,套头,中长款,中长款,圆领,常规,,,,绣花
